TYPE,GENE,SAVG,SMED,SSTD,SMIN,SMAX
CNEEs,mCE1012395,0.5399,0.6552,0.3965,0.0000,1.0000
CNEEs,mCE1012421,0.4344,0.3051,0.4383,0.0000,1.0000
CNEEs,mCE1012444,0.5961,0.7864,0.4361,0.0000,1.0000
CNEEs,mCE1012454,0.4131,0.0000,0.4689,0.0000,1.0000
CNEEs,mCE1012460,0.6098,0.8306,0.4234,0.0000,1.0000
CNEEs,mCE1012486,0.5655,0.7564,0.4157,0.0000,0.9985
CNEEs,mCE1012491,0.3927,0.0000,0.4658,0.0000,1.0000
CNEEs,mCE1012505,0.4932,0.6807,0.4575,0.0000,0.9970
CNEEs,mCE1012519,0.3816,0.0240,0.4511,0.0000,1.0000
CNEEs,mCE1012543,0.5346,0.5270,0.4292,0.0000,1.0000
CNEEs,mCE1012548,0.4160,0.2496,0.4313,0.0000,1.0000
CNEEs,mCE1012602,0.5287,0.6912,0.4683,0.0000,1.0000
CNEEs,mCE1012608,0.4446,0.3643,0.4484,0.0000,1.0000
CNEEs,mCE1012625,0.5795,0.7991,0.4429,0.0000,1.0000
CNEEs,mCE1012639,0.5531,0.8396,0.4611,0.0000,1.0000
CNEEs,mCE1012651,0.3278,0.0000,0.4210,0.0000,1.0000
CNEEs,mCE1012653,0.4282,0.5862,0.4086,0.0000,1.0000
CNEEs,mCE1012672,0.4036,0.4378,0.3750,0.0000,1.0000
CNEEs,mCE1012689,0.4164,0.0000,0.4927,0.0000,1.0000
CNEEs,mCE1012710,0.5635,0.8831,0.4785,0.0000,1.0000
CNEEs,mCE1012810,0.3792,0.0000,0.4653,0.0000,1.0000
CNEEs,mCE1012821,0.5564,0.7016,0.4367,0.0000,1.0000
CNEEs,mCE1012824,0.3225,0.0000,0.4287,0.0000,1.0000
CNEEs,mCE1012842,0.6196,0.6582,0.3778,0.0000,1.0000
CNEEs,mCE1012871,0.6178,0.8283,0.4246,0.0000,1.0000
CNEEs,mCE1013559,0.4965,0.4880,0.4960,0.0000,1.0000
CNEEs,mCE1013563,0.6438,0.8966,0.4152,0.0000,1.0000
CNEEs,mCE1013573,0.5758,0.7991,0.4354,0.0000,1.0000
CNEEs,mCE1013588,0.5532,0.7676,0.4710,0.0000,1.0000
CNEEs,mCE1013599,0.3402,0.0000,0.4334,0.0000,1.0000
CNEEs,mCE1013607,0.4748,0.4115,0.4486,0.0000,1.0000
CNEEs,mCE1013642,0.8388,0.9573,0.2437,0.2144,1.0000
CNEEs,mCE1013674,0.4293,0.1192,0.4710,0.0000,1.0000
CNEEs,mCE1014242,0.2962,0.0000,0.4522,0.0000,1.0000
CNEEs,mCE1014244,0.5112,0.5607,0.4720,0.0000,1.0000
CNEEs,mCE1014250,0.5687,0.5555,0.4051,0.0000,1.0000
CNEEs,mCE1014251,0.5825,0.6447,0.3989,0.0000,1.0000
CNEEs,mCE1014271,0.3470,0.0000,0.4594,0.0000,1.0000
CNEEs,mCE1014273,0.5122,0.6229,0.4534,0.0000,1.0000
CNEEs,mCE1014304,0.4566,0.3253,0.4480,0.0000,1.0000
CNEEs,mCE1014309,0.4119,0.0225,0.4569,0.0000,1.0000
CNEEs,mCE1014325,0.4627,0.3838,0.4320,0.0000,1.0000
CNEEs,mCE1014341,0.6206,0.8928,0.4436,0.0000,1.0000
CNEEs,mCE1014350,0.7053,0.9385,0.3771,0.0000,1.0000
CNEEs,mCE1014352,0.5568,0.6754,0.4343,0.0000,1.0000
CNEEs,mCE1014365,0.5718,0.8493,0.4383,0.0000,1.0000
CNEEs,mCE1014421,0.5297,0.6462,0.4254,0.0000,1.0000
CNEEs,mCE1014433,0.7158,0.9310,0.3493,0.0000,1.0000
CNEEs,mCE1014440,0.4404,0.0000,0.4925,0.0000,1.0000
CNEEs,mCE1014450,0.4615,0.5877,0.4394,0.0000,1.0000
CNEEs,mCE1014492,0.4924,0.4513,0.4737,0.0000,1.0000
CNEEs,mCE1014496,0.4190,0.4423,0.4114,0.0000,1.0000
CNEEs,mCE1014518,0.5747,0.7226,0.4377,0.0000,1.0000
CNEEs,mCE1014521,0.4555,0.3883,0.3959,0.0000,1.0000
CNEEs,mCE1014525,0.6139,0.8726,0.4420,0.0000,1.0000
CNEEs,mCE1014536,0.6187,0.8741,0.4418,0.0000,1.0000
CNEEs,mCE1014545,0.4844,0.4280,0.4738,0.0000,1.0000
CNEEs,mCE1014577,0.6252,0.9430,0.4233,0.0000,1.0000
CNEEs,mCE1014610,0.6918,0.8771,0.3823,0.0000,1.0000
CNEEs,mCE1014631,0.5631,0.6424,0.4192,0.0000,1.0000
CNEEs,mCE1014632,0.6722,0.9430,0.4210,0.0000,1.0000
CNEEs,mCE1014652,0.5790,0.8036,0.4364,0.0000,1.0000
CNEEs,mCE1014742,0.6100,0.9003,0.4462,0.0000,1.0000
CNEEs,mCE1014744,0.3184,0.0000,0.4330,0.0000,1.0000
CNEEs,mCE1014808,0.5004,0.6672,0.4116,0.0000,1.0000
CNEEs,mCE1014820,0.3729,0.0150,0.4324,0.0000,1.0000
CNEEs,mCE1014843,0.1610,0.0000,0.3592,0.0000,0.9820
CNEEs,mCE1014848,0.4187,0.2241,0.4411,0.0000,1.0000
CNEEs,mCE1014853,0.4825,0.4460,0.4525,0.0000,1.0000
CNEEs,mCE1014855,0.4406,0.3313,0.4324,0.0000,1.0000
CNEEs,mCE1014857,0.3734,0.0000,0.4557,0.0000,1.0000
CNEEs,mCE1014861,0.4790,0.4378,0.4760,0.0000,1.0000
CNEEs,mCE1014878,0.6708,0.9160,0.4060,0.0000,1.0000
CNEEs,mCE1014883,0.3792,0.1597,0.4379,0.0000,1.0000
CNEEs,mCE1014901,0.5502,0.6342,0.4170,0.0000,1.0000
CNEEs,mCE1014904,0.4415,0.3658,0.4290,0.0000,1.0000
CNEEs,mCE1015263,0.5657,0.8373,0.4657,0.0000,1.0000
CNEEs,mCE1015280,0.4979,0.5480,0.4068,0.0000,0.9850
CNEEs,mCE1015323,0.6673,0.8651,0.4078,0.0000,1.0000
CNEEs,mCE1015511,0.4536,0.4490,0.4302,0.0000,1.0000
CNEEs,mCE1015650,0.4856,0.4438,0.4864,0.0000,1.0000
CNEEs,mCE1016123,0.4929,0.6229,0.4332,0.0000,1.0000
CNEEs,mCE1016147,0.3503,0.0000,0.4526,0.0000,1.0000
CNEEs,mCE1016167,0.7026,0.9700,0.4018,0.0000,1.0000
CNEEs,mCE1016389,0.2471,0.0000,0.4024,0.0000,0.9865
CNEEs,mCE1016436,0.7114,0.9078,0.3596,0.0000,1.0000
CNEEs,mCE1016441,0.6139,0.7721,0.4229,0.0000,1.0000
CNEEs,mCE1016479,0.5584,0.6672,0.4116,0.0000,0.9985
CNEEs,mCE1016502,0.5991,0.8036,0.4316,0.0000,1.0000
CNEEs,mCE1016601,0.5400,0.7534,0.4614,0.0000,1.0000
CNEEs,mCE1016604,0.6456,0.9415,0.4335,0.0000,1.0000
CNEEs,mCE1016723,0.4483,0.3950,0.4149,0.0000,0.9970
CNEEs,mCE1016733,0.2874,0.0000,0.4253,0.0000,0.9970
CNEEs,mCE1016759,0.3550,0.0000,0.4327,0.0000,1.0000
CNEEs,mCE1016852,0.4383,0.3613,0.4196,0.0000,1.0000
CNEEs,mCE1016853,0.5683,0.8411,0.4355,0.0000,1.0000
CNEEs,mCE1016867,0.6379,0.7609,0.3587,0.0000,1.0000
CNEEs,mCE1016969,0.4810,0.6687,0.4494,0.0000,1.0000
CNEEs,mCE1017013,0.5420,0.7076,0.4405,0.0000,1.0000
CNEEs,mCE1017094,0.5133,0.5135,0.4242,0.0000,1.0000
CNEEs,mCE1017116,0.5078,0.5547,0.4171,0.0000,1.0000
CNEEs,mCE1017121,0.6852,0.8688,0.3630,0.0000,1.0000
CNEEs,mCE1017125,0.4589,0.3418,0.4163,0.0000,1.0000
CNEEs,mCE1017142,0.3538,0.0000,0.4684,0.0000,1.0000
CNEEs,mCE1017145,0.5734,0.7331,0.4467,0.0000,1.0000
CNEEs,mCE1017194,0.5227,0.6454,0.4675,0.0000,1.0000
CNEEs,mCE1017205,0.4570,0.5487,0.4372,0.0000,1.0000
CNEEs,mCE1017223,0.3262,0.0022,0.4098,0.0000,0.9820
CNEEs,mCE1017279,0.5117,0.5690,0.4054,0.0000,0.9955
CNEEs,mCE1017290,0.4339,0.2346,0.4434,0.0000,1.0000
CNEEs,mCE1017291,0.3210,0.0000,0.4544,0.0000,1.0000
CNEEs,mCE1017315,0.6501,0.7909,0.3822,0.0000,1.0000
CNEEs,mCE1017322,0.5497,0.7466,0.4435,0.0000,1.0000
CNEEs,mCE1017353,0.5903,0.9895,0.4815,0.0000,1.0000
CNEEs,mCE1017368,0.6374,0.9340,0.4305,0.0000,1.0000
CNEEs,mCE1017379,0.3962,0.0907,0.4438,0.0000,0.9970
CNEEs,mCE1017410,0.5320,0.7219,0.4597,0.0000,1.0000
CNEEs,mCE1017418,0.3321,0.0105,0.4493,0.0000,1.0000
CNEEs,mCE1017423,0.3937,0.0000,0.4669,0.0000,1.0000
CNEEs,mCE1017426,0.4574,0.2699,0.4598,0.0000,1.0000
CNEEs,mCE1017431,0.5276,0.5787,0.4683,0.0000,1.0000
CNEEs,mCE1017451,0.4414,0.2069,0.4661,0.0000,1.0000
CNEEs,mCE1017466,0.6281,0.8973,0.4493,0.0000,1.0000
CNEEs,mCE1017476,0.3716,0.2331,0.3946,0.0000,1.0000
CNEEs,mCE1017482,0.4901,0.4505,0.4908,0.0000,1.0000
CNEEs,mCE1017483,0.4228,0.0240,0.4686,0.0000,1.0000
CNEEs,mCE1017506,0.5610,0.5472,0.3963,0.0000,1.0000
CNEEs,mCE1017508,0.3550,0.0000,0.4267,0.0000,0.9955
CNEEs,mCE1017509,0.7370,0.9858,0.4263,0.0000,1.0000
CNEEs,mCE1017525,0.4075,0.3673,0.4097,0.0000,1.0000
CNEEs,mCE1017528,0.3891,0.0000,0.4425,0.0000,1.0000
CNEEs,mCE1017531,0.2390,0.0000,0.4148,0.0000,1.0000
CNEEs,mCE1017533,0.4653,0.4580,0.4422,0.0000,1.0000
CNEEs,mCE1017541,0.5819,0.6432,0.3456,0.0000,1.0000
CNEEs,mCE1017548,0.4725,0.4123,0.4370,0.0000,1.0000
CNEEs,mCE1017554,0.6111,0.8561,0.4420,0.0000,1.0000
CNEEs,mCE1017568,0.4932,0.4850,0.4933,0.0000,1.0000
CNEEs,mCE1017587,0.5136,0.5232,0.4501,0.0000,1.0000
CNEEs,mCE1017596,0.4232,0.1934,0.4496,0.0000,1.0000
CNEEs,mCE1017631,0.6191,0.8433,0.4082,0.0000,1.0000
CNEEs,mCE101765,0.4989,0.4932,0.4164,0.0000,1.0000
CNEEs,mCE1017655,0.6263,0.9026,0.4176,0.0000,1.0000
CNEEs,mCE1017674,0.6603,0.9168,0.4173,0.0000,1.0000
CNEEs,mCE1017714,0.4575,0.3823,0.4636,0.0000,1.0000
CNEEs,mCE1017715,0.6494,0.7451,0.3733,0.0000,1.0000
CNEEs,mCE1017722,0.6753,0.8583,0.3865,0.0000,1.0000
CNEEs,mCE1017739,0.5907,0.7436,0.3995,0.0000,0.9985
CNEEs,mCE1017742,0.5354,0.5382,0.3936,0.0000,1.0000
CNEEs,mCE1017750,0.5094,0.6402,0.4485,0.0000,1.0000
CNEEs,mCE1017765,0.5145,0.6132,0.4080,0.0000,0.9985
CNEEs,mCE1017788,0.5245,0.6627,0.4760,0.0000,1.0000
CNEEs,mCE1017989,0.3882,0.2774,0.3741,0.0000,1.0000
CNEEs,mCE1017992,0.5034,0.5465,0.4576,0.0000,1.0000
CNEEs,mCE1018006,0.4608,0.1319,0.4822,0.0000,1.0000
CNEEs,mCE1018035,0.4079,0.1094,0.4597,0.0000,1.0000
CNEEs,mCE1018047,0.5828,0.7316,0.4270,0.0000,1.0000
CNEEs,mCE1018059,0.4450,0.3493,0.4103,0.0000,1.0000
CNEEs,mCE101817,0.6367,0.9715,0.4568,0.0000,1.0000
CNEEs,mCE101818,0.4358,0.1956,0.4621,0.0000,1.0000
CNEEs,mCE1018247,0.6533,0.9678,0.4625,0.0000,1.0000
CNEEs,mCE1018248,0.3675,0.0000,0.4555,0.0000,0.9895
CNEEs,mCE1018253,0.2670,0.0000,0.4361,0.0000,1.0000
CNEEs,mCE10183,0.5371,0.6739,0.4115,0.0000,1.0000
CNEEs,mCE101840,0.4834,0.4175,0.4852,0.0000,1.0000
CNEEs,mCE101842,0.5868,0.9603,0.4766,0.0000,1.0000
CNEEs,mCE101872,0.6203,0.8531,0.4232,0.0000,1.0000
CNEEs,mCE101888,0.7037,0.9280,0.3396,0.0000,1.0000
CNEEs,mCE1018906,0.5726,0.9460,0.4843,0.0000,1.0000
CNEEs,mCE101908,0.8519,0.9910,0.2507,0.1664,1.0000
CNEEs,mCE1019109,0.4805,0.4423,0.4613,0.0000,1.0000
CNEEs,mCE101922,0.6846,0.8118,0.3384,0.0000,0.9985
CNEEs,mCE101932,0.4823,0.4093,0.4840,0.0000,1.0000
CNEEs,mCE101944,0.6216,0.9655,0.4387,0.0000,1.0000
CNEEs,mCE101949,0.7181,0.9190,0.3781,0.0000,1.0000
CNEEs,mCE101964,0.6164,0.9040,0.4446,0.0000,1.0000
CNEEs,mCE101965,0.7236,0.8636,0.3435,0.0000,1.0000
CNEEs,mCE1019705,0.5028,0.6529,0.4303,0.0000,0.9985
CNEEs,mCE1019711,0.5542,0.5720,0.3663,0.0000,1.0000
CNEEs,mCE101975,0.5197,0.6087,0.4329,0.0000,1.0000
CNEEs,mCE1019800,0.6068,0.9790,0.4454,0.0000,1.0000
CNEEs,mCE1019811,0.6278,0.8853,0.4492,0.0000,1.0000
CNEEs,mCE1019834,0.6868,0.7736,0.3406,0.0000,1.0000
CNEEs,mCE1019859,0.5054,0.7032,0.4176,0.0000,0.9970
CNEEs,mCE1019924,0.4312,0.2819,0.4312,0.0000,1.0000
CNEEs,mCE1019943,0.6574,0.9235,0.3946,0.0000,1.0000
CNEEs,mCE1019955,0.6392,0.7721,0.3939,0.0000,1.0000
CNEEs,mCE102025,0.6018,0.9086,0.4520,0.0000,1.0000
CNEEs,mCE102048,0.3699,0.0098,0.4529,0.0000,1.0000
CNEEs,mCE102056,0.5131,0.6237,0.4530,0.0000,1.0000
CNEEs,mCE102069,0.5436,0.7241,0.4268,0.0000,1.0000
CNEEs,mCE102082,0.3968,0.0000,0.4705,0.0000,1.0000
CNEEs,mCE102104,0.5086,0.5840,0.4686,0.0000,1.0000
CNEEs,mCE102108,0.5874,0.9056,0.4295,0.0000,1.0000
CNEEs,mCE1021342,0.3271,0.0540,0.4179,0.0000,1.0000
CNEEs,mCE1021350,0.5577,0.8441,0.4379,0.0000,0.9985
CNEEs,mCE1021366,0.5261,0.6492,0.4010,0.0000,1.0000
CNEEs,mCE1021375,0.4849,0.5345,0.4394,0.0000,1.0000
CNEEs,mCE10214,0.5600,0.7151,0.4138,0.0000,1.0000
CNEEs,mCE1021550,0.4788,0.5247,0.4150,0.0000,1.0000
CNEEs,mCE1021631,0.5146,0.5240,0.3737,0.0000,1.0000
CNEEs,mCE1021679,0.4540,0.2586,0.4708,0.0000,1.0000
CNEEs,mCE1021686,0.6508,0.8943,0.4258,0.0000,1.0000
CNEEs,mCE1021707,0.6459,0.8448,0.4042,0.0000,1.0000
CNEEs,mCE1021718,0.5768,0.7024,0.3540,0.0000,1.0000
CNEEs,mCE1021742,0.3789,0.1792,0.4116,0.0000,1.0000
CNEEs,mCE1021745,0.4176,0.0000,0.4679,0.0000,1.0000
CNEEs,mCE1021747,0.4894,0.5262,0.4594,0.0000,1.0000
CNEEs,mCE1021753,0.4364,0.0000,0.4791,0.0000,1.0000
CNEEs,mCE1021764,0.5814,0.7856,0.4210,0.0000,1.0000
CNEEs,mCE1021765,0.1802,0.0000,0.3822,0.0000,1.0000
CNEEs,mCE1022123,0.5686,0.7054,0.4283,0.0000,1.0000
CNEEs,mCE1022453,0.5543,0.8681,0.4559,0.0000,1.0000
CNEEs,mCE1022458,0.5414,0.8081,0.4631,0.0000,1.0000
CNEEs,mCE1022464,0.6906,0.8808,0.3839,0.0000,1.0000
CNEEs,mCE1022478,0.5619,0.8343,0.4632,0.0000,1.0000
CNEEs,mCE1022764,0.4481,0.3441,0.4290,0.0000,1.0000
CNEEs,mCE1022803,0.6311,0.8493,0.4106,0.0000,1.0000
CNEEs,mCE1022806,0.3759,0.0000,0.4605,0.0000,1.0000
CNEEs,mCE1022809,0.5311,0.7189,0.4610,0.0000,1.0000
CNEEs,mCE1022813,0.3951,0.4573,0.3883,0.0000,0.9955
CNEEs,mCE1022856,0.5475,0.7991,0.4702,0.0000,1.0000
CNEEs,mCE1022875,0.5220,0.9100,0.4770,0.0000,1.0000
CNEEs,mCE1022880,0.6764,0.9086,0.4070,0.0000,1.0000
CNEEs,mCE1022916,0.2966,0.0000,0.3841,0.0000,1.0000
CNEEs,mCE1022917,0.6745,0.9992,0.4233,0.0000,1.0000
CNEEs,mCE1022965,0.3910,0.0810,0.4422,0.0000,1.0000
CNEEs,mCE1022971,0.6030,0.8148,0.4302,0.0000,1.0000
CNEEs,mCE1022977,0.3992,0.2429,0.4259,0.0000,1.0000
CNEEs,mCE1023002,0.6072,0.7174,0.3858,0.0000,1.0000
CNEEs,mCE1023014,0.6513,0.9483,0.4212,0.0000,1.0000
CNEEs,mCE1023081,0.6910,0.9303,0.3612,0.0000,1.0000
CNEEs,mCE1023082,0.4930,0.5802,0.4559,0.0000,1.0000
CNEEs,mCE1023086,0.5678,0.9273,0.4806,0.0000,1.0000
CNEEs,mCE1023089,0.7479,0.9460,0.3751,0.0000,1.0000
CNEEs,mCE1023122,0.6283,0.8396,0.4282,0.0000,1.0000
CNEEs,mCE1023145,0.5826,0.8066,0.4300,0.0000,1.0000
CNEEs,mCE1023179,0.3797,0.1994,0.4242,0.0000,1.0000
CNEEs,mCE1023212,0.6565,0.7661,0.3594,0.0000,1.0000
CNEEs,mCE1023220,0.5351,0.7241,0.4173,0.0000,0.9970
CNEEs,mCE1023240,0.3075,0.0000,0.4208,0.0000,1.0000
CNEEs,mCE1023258,0.6604,0.9430,0.4342,0.0000,1.0000
CNEEs,mCE1023269,0.7306,0.9633,0.4077,0.0000,1.0000
CNEEs,mCE1023296,0.1960,0.0000,0.3852,0.0000,1.0000
CNEEs,mCE1023305,0.4505,0.3201,0.4606,0.0000,1.0000
CNEEs,mCE1023308,0.5364,0.5967,0.4538,0.0000,1.0000
CNEEs,mCE1023314,0.4793,0.4483,0.4796,0.0000,0.9940
CNEEs,mCE1023394,0.5771,0.8486,0.4492,0.0000,1.0000
CNEEs,mCE102369,0.5120,0.7032,0.4456,0.0000,1.0000
CNEEs,mCE102371,0.6063,0.7984,0.4175,0.0000,1.0000
CNEEs,mCE102385,0.6564,0.9723,0.4214,0.0000,1.0000
CNEEs,mCE102407,0.5582,0.7579,0.4250,0.0000,1.0000
CNEEs,mCE102415,0.6620,0.7646,0.3643,0.0000,1.0000
CNEEs,mCE1024394,0.6076,0.7609,0.4134,0.0000,1.0000
CNEEs,mCE1024409,0.4902,0.4992,0.4670,0.0000,1.0000
CNEEs,mCE1024412,0.5685,0.8531,0.4671,0.0000,1.0000
CNEEs,mCE102486,0.5109,0.5697,0.4640,0.0000,1.0000
CNEEs,mCE102508,0.5878,0.9790,0.4643,0.0000,1.0000
CNEEs,mCE1025263,0.6928,0.9460,0.4105,0.0000,1.0000
CNEEs,mCE1025295,0.4710,0.4430,0.4719,0.0000,1.0000
CNEEs,mCE1025310,0.5980,0.6956,0.3899,0.0000,1.0000
CNEEs,mCE1025335,0.4460,0.3508,0.4475,0.0000,1.0000
CNEEs,mCE1025607,0.3568,0.0000,0.4424,0.0000,1.0000
CNEEs,mCE102562,0.6768,0.8823,0.3970,0.0000,1.0000
CNEEs,mCE102572,0.4982,0.4378,0.4134,0.0000,1.0000
CNEEs,mCE102578,0.6191,0.8936,0.4325,0.0000,1.0000
CNEEs,mCE102581,0.6510,0.8868,0.4227,0.0000,1.0000
CNEEs,mCE1025906,0.4543,0.5337,0.4350,0.0000,1.0000
CNEEs,mCE102592,0.5677,0.6912,0.4478,0.0000,1.0000
CNEEs,mCE102597,0.6074,0.8966,0.4381,0.0000,1.0000
CNEEs,mCE1026046,0.5226,0.5547,0.4358,0.0000,1.0000
CNEEs,mCE1026643,0.3953,0.0000,0.4703,0.0000,1.0000
CNEEs,mCE1026671,0.5831,0.7032,0.3769,0.0000,1.0000
CNEEs,mCE1026694,0.5997,0.9550,0.4606,0.0000,1.0000
CNEEs,mCE10269,0.4299,0.2654,0.4511,0.0000,1.0000
CNEEs,mCE102720,0.6289,0.8920,0.4471,0.0000,1.0000
CNEEs,mCE102721,0.6822,0.8471,0.3710,0.0000,1.0000
CNEEs,mCE1027360,0.5630,0.7991,0.4473,0.0000,1.0000
CNEEs,mCE102740,0.4803,0.4865,0.4649,0.0000,1.0000
CNEEs,mCE102742,0.5781,0.6882,0.4177,0.0000,1.0000
CNEEs,mCE1027515,0.4754,0.3996,0.4519,0.0000,1.0000
CNEEs,mCE1027521,0.5484,0.8171,0.4709,0.0000,1.0000
CNEEs,mCE1027537,0.5302,0.5292,0.4540,0.0000,1.0000
CNEEs,mCE10276,0.4865,0.5532,0.4285,0.0000,1.0000
CNEEs,mCE1027639,0.5187,0.6214,0.4458,0.0000,1.0000
CNEEs,mCE1027729,0.4283,0.2451,0.4391,0.0000,1.0000
CNEEs,mCE1027789,0.3519,0.0000,0.4660,0.0000,1.0000
CNEEs,mCE1027973,0.4726,0.4258,0.4429,0.0000,1.0000
CNEEs,mCE1028027,0.3598,0.0000,0.4734,0.0000,1.0000
CNEEs,mCE1028031,0.4725,0.6124,0.4157,0.0000,1.0000
CNEEs,mCE1028039,0.5126,0.6582,0.4359,0.0000,1.0000
CNEEs,mCE1028054,0.3801,0.0000,0.4681,0.0000,1.0000
CNEEs,mCE10284,0.4381,0.2849,0.4536,0.0000,1.0000
CNEEs,mCE1028596,0.4867,0.5105,0.4306,0.0000,0.9940
CNEEs,mCE10287,0.3316,0.0000,0.4689,0.0000,0.9985
CNEEs,mCE1028717,0.3809,0.0382,0.4573,0.0000,1.0000
CNEEs,mCE1028719,0.4939,0.3853,0.4312,0.0000,1.0000
CNEEs,mCE1028723,0.6099,0.7699,0.3991,0.0000,1.0000
CNEEs,mCE1028746,0.5272,0.6657,0.4300,0.0000,1.0000
CNEEs,mCE1028811,0.4920,0.4753,0.4452,0.0000,1.0000
CNEEs,mCE1028816,0.6066,0.9010,0.4453,0.0000,1.0000
CNEEs,mCE1029261,0.5169,0.4483,0.4292,0.0000,1.0000
CNEEs,mCE1029266,0.5058,0.5082,0.3629,0.0000,1.0000
CNEEs,mCE1029733,0.5332,0.7759,0.4568,0.0000,1.0000
CNEEs,mCE1029756,0.5490,0.5232,0.4104,0.0000,1.0000
CNEEs,mCE1029876,0.5558,0.7826,0.4442,0.0000,1.0000
CNEEs,mCE1031655,0.5876,0.6117,0.3800,0.0000,1.0000
CNEEs,mCE1031658,0.4452,0.1986,0.4719,0.0000,1.0000
CNEEs,mCE1031659,0.5566,0.6417,0.4042,0.0000,1.0000
CNEEs,mCE1031738,0.4418,0.2159,0.4650,0.0000,1.0000
CNEEs,mCE10318,0.6112,0.7721,0.4129,0.0000,1.0000
CNEEs,mCE1032674,0.5971,0.9363,0.4589,0.0000,1.0000
CNEEs,mCE1032806,0.4886,0.5607,0.3867,0.0000,1.0000
