TYPE,GENE,SAVG,SMED,SSTD,SMIN,SMAX
UCEs,chr10_1596_s,0.8802,1.0000,0.2747,0.0495,1.0000
UCEs,chr10_1599_s,0.8598,1.0000,0.2884,0.0015,1.0000
UCEs,chr10_1601_s,0.7411,1.0000,0.3814,0.0015,1.0000
UCEs,chr10_1602_s,0.9137,1.0000,0.1426,0.5262,1.0000
UCEs,chr10_1610_s,0.8607,1.0000,0.2626,0.0810,1.0000
UCEs,chr10_1621_s,0.7815,1.0000,0.3223,0.0105,1.0000
UCEs,chr10_1627_s,0.7977,0.9775,0.2773,0.2489,1.0000
UCEs,chr10_1630_s,0.7605,0.9955,0.3733,0.0000,1.0000
UCEs,chr10_1637_s,0.7469,1.0000,0.4156,0.0000,1.0000
UCEs,chr10_1638_s,0.8000,1.0000,0.2939,0.1889,1.0000
UCEs,chr10_1644_s,0.8403,1.0000,0.3307,0.0300,1.0000
UCEs,chr10_1647_s,0.7818,1.0000,0.3570,0.1424,1.0000
UCEs,chr10_1658_s,0.7310,1.0000,0.3743,0.0105,1.0000
UCEs,chr10_1664_s,0.7911,1.0000,0.3164,0.0435,1.0000
UCEs,chr10_1667_s,0.8092,1.0000,0.2879,0.1739,1.0000
UCEs,chr10_1679_s,0.8581,1.0000,0.3043,0.0210,1.0000
UCEs,chr10_1682_s,0.8094,0.9618,0.3215,0.0000,1.0000
UCEs,chr10_1711_s,0.7922,0.9992,0.3601,0.0000,1.0000
UCEs,chr10_1726_s,0.7894,0.9910,0.3432,0.0015,1.0000
UCEs,chr10_1729_s,0.8578,0.9670,0.2701,0.0959,1.0000
UCEs,chr10_1749_s,0.8504,0.9970,0.2522,0.1154,1.0000
UCEs,chr10_1754_s,0.8717,1.0000,0.2543,0.2849,1.0000
UCEs,chr10_1812_s,0.8091,0.9985,0.3184,0.1409,1.0000
UCEs,chr10_1817_s,0.8887,1.0000,0.2419,0.2234,1.0000
UCEs,chr10_1820_s,0.9489,1.0000,0.0834,0.7526,1.0000
UCEs,chr10_1825_s,0.7635,1.0000,0.3275,0.0000,1.0000
UCEs,chr10_1831_s,0.8773,1.0000,0.2186,0.3958,1.0000
UCEs,chr10_1839_s,0.9030,1.0000,0.1590,0.5832,1.0000
UCEs,chr10_1844_s,0.8857,1.0000,0.2174,0.3343,1.0000
UCEs,chr10_1884_s,0.8416,1.0000,0.2856,0.1484,1.0000
UCEs,chr10_1886_s,0.9343,0.9985,0.1094,0.7121,1.0000
UCEs,chr10_1887_s,0.7892,1.0000,0.3113,0.2609,1.0000
UCEs,chr10_1895_s,0.7501,1.0000,0.3881,0.0000,1.0000
UCEs,chr10_1898_s,0.8985,1.0000,0.1741,0.4843,1.0000
UCEs,chr10_1901_s,0.8874,1.0000,0.2409,0.2114,1.0000
UCEs,chr10_1903_s,0.8472,0.9438,0.1886,0.4393,1.0000
UCEs,chr10_1907_s,0.8794,1.0000,0.2240,0.1949,1.0000
UCEs,chr10_1908_s,0.8471,1.0000,0.3010,0.0165,1.0000
UCEs,chr10_1911_s,0.9482,1.0000,0.1586,0.4228,1.0000
UCEs,chr10_1913_s,0.8298,0.9970,0.2398,0.3328,1.0000
UCEs,chr10_1923_s,0.9125,1.0000,0.2554,0.0675,1.0000
UCEs,chr10_1925_s,0.7590,1.0000,0.3507,0.0615,1.0000
UCEs,chr10_1929_s,0.9076,1.0000,0.2066,0.2429,1.0000
UCEs,chr10_1930_s,0.8431,1.0000,0.2757,0.1694,1.0000
UCEs,chr10_1949_s,0.7635,1.0000,0.2940,0.1020,1.0000
UCEs,chr10_1953_s,0.8876,1.0000,0.2719,0.0615,1.0000
UCEs,chr10_1955_s,0.7573,1.0000,0.3877,0.0000,1.0000
UCEs,chr10_1956_s,0.7917,0.9992,0.3443,0.0135,1.0000
UCEs,chr10_1961_s,0.8853,1.0000,0.2398,0.1529,1.0000
UCEs,chr10_1962_s,0.9392,1.0000,0.1572,0.4258,1.0000
UCEs,chr10_1969_s,0.7672,0.9940,0.3626,0.0015,1.0000
UCEs,chr10_1973_s,0.8330,1.0000,0.3036,0.0270,1.0000
UCEs,chr10_1976_s,0.7984,1.0000,0.3200,0.0045,1.0000
UCEs,chr10_1980_s,0.8142,1.0000,0.3169,0.1214,1.0000
UCEs,chr10_1987_s,0.8754,1.0000,0.2856,0.0015,1.0000
UCEs,chr10_1998_s,0.8763,1.0000,0.2216,0.2459,1.0000
UCEs,chr10_2009_s,0.8181,1.0000,0.3345,0.0375,1.0000
UCEs,chr10_2013_s,0.8681,1.0000,0.2077,0.3988,1.0000
UCEs,chr10_2027_s,0.7690,0.9490,0.3653,0.0000,1.0000
UCEs,chr10_2028_s,0.8985,1.0000,0.1928,0.4078,1.0000
UCEs,chr10_2029_s,0.8847,1.0000,0.2309,0.2189,1.0000
UCEs,chr10_2038_s,0.8412,1.0000,0.2825,0.2549,1.0000
UCEs,chr10_2044_s,0.8944,1.0000,0.2889,-0.0090,1.0000
UCEs,chr10_2049_s,0.9329,1.0000,0.1219,0.5742,1.0000
UCEs,chr10_2052_s,0.8281,1.0000,0.2911,0.0375,1.0000
UCEs,chr10_2054_s,0.9716,1.0000,0.0790,0.7226,1.0000
UCEs,chr10_2055_s,0.7498,0.9340,0.3112,0.0015,1.0000
UCEs,chr10_2063_s,0.8782,1.0000,0.2592,0.2834,1.0000
UCEs,chr10_2065_s,0.9930,1.0000,0.0148,0.9490,1.0000
UCEs,chr10_2067_s,0.9538,1.0000,0.0755,0.7496,1.0000
UCEs,chr10_2070_s,0.7575,0.9183,0.3192,0.1904,1.0000
UCEs,chr10_2076_s,0.9790,1.0000,0.0482,0.8411,1.0000
UCEs,chr10_2078_s,0.9404,1.0000,0.1092,0.6387,1.0000
UCEs,chr10_2080_s,0.8365,0.9535,0.2573,0.0645,1.0000
UCEs,chr10_2082_s,0.5984,0.8403,0.4486,0.0000,1.0000
UCEs,chr10_2089_s,0.7321,0.9978,0.3812,0.0570,1.0000
UCEs,chr10_2090_s,0.7807,1.0000,0.3396,0.0315,1.0000
UCEs,chr10_2091_s,0.7776,1.0000,0.3448,0.0015,1.0000
UCEs,chr10_2094_s,0.8267,0.9985,0.3018,0.0015,1.0000
UCEs,chr10_2097_s,0.8422,1.0000,0.2156,0.4003,1.0000
UCEs,chr10_2105_s,0.9107,1.0000,0.2604,0.0525,1.0000
UCEs,chr10_2114_s,0.9304,1.0000,0.1940,0.2924,1.0000
UCEs,chr10_2118_s,0.7246,1.0000,0.3400,0.1649,1.0000
UCEs,chr10_2664_s,0.8448,1.0000,0.2499,0.3223,1.0000
UCEs,chr10_2776_s,0.8452,1.0000,0.2709,0.1994,1.0000
UCEs,chr10_3372_s,0.7724,0.9940,0.3814,0.0000,1.0000
UCEs,chr10_362_s,0.9016,1.0000,0.1520,0.5817,1.0000
UCEs,chr10_3749_s,0.7868,1.0000,0.2858,0.1454,1.0000
UCEs,chr10_4312_s,0.8812,1.0000,0.2510,0.1664,1.0000
UCEs,chr10_4368_s,0.7827,0.9805,0.3173,0.1094,1.0000
UCEs,chr10_4405_s,0.8116,1.0000,0.2583,0.2204,1.0000
UCEs,chr10_4411_s,0.8772,1.0000,0.1999,0.4153,1.0000
UCEs,chr10_4414_s,0.7360,1.0000,0.3246,0.1004,1.0000
UCEs,chr10_4435_s,0.8102,1.0000,0.3121,0.0270,1.0000
UCEs,chr10_4510_s,0.7291,0.8718,0.3192,0.0330,1.0000
UCEs,chr10_4575_s,0.8418,0.9962,0.2701,0.1244,1.0000
UCEs,chr10_4597_s,0.7093,1.0000,0.3886,0.1214,1.0000
UCEs,chr10_4660_s,0.8857,1.0000,0.2262,0.2339,1.0000
UCEs,chr10_4694_s,0.7631,1.0000,0.3157,0.2549,1.0000
UCEs,chr10_4736_s,0.9179,1.0000,0.1718,0.3913,1.0000
UCEs,chr10_4790_s,0.8052,0.9992,0.3154,0.0180,1.0000
UCEs,chr10_4809_s,0.8442,1.0000,0.2855,0.0150,1.0000
UCEs,chr10_4885_s,0.7900,1.0000,0.3656,0.0000,1.0000
UCEs,chr10_5033_s,0.8979,1.0000,0.2138,0.2444,1.0000
UCEs,chr10_5634_s,0.8240,0.9970,0.2640,0.2594,1.0000
UCEs,chr10_5718_s,0.8774,1.0000,0.2320,0.2324,1.0000
UCEs,chr10_5739_s,0.9103,1.0000,0.2556,0.0660,1.0000
UCEs,chr10_5757_s,0.9500,1.0000,0.0963,0.6852,1.0000
UCEs,chr10_974_s,0.8720,1.0000,0.2691,0.1709,1.0000
UCEs,chr11_1405_s,0.8910,1.0000,0.2809,0.0165,1.0000
UCEs,chr11_1410_s,0.7675,1.0000,0.3748,0.0885,1.0000
UCEs,chr11_1413_s,0.9740,1.0000,0.0518,0.8516,1.0000
UCEs,chr11_1454_s,0.8017,1.0000,0.3104,0.0345,1.0000
UCEs,chr11_1455_s,0.8796,1.0000,0.2035,0.3253,1.0000
UCEs,chr11_1483_s,0.7917,1.0000,0.3223,0.1484,1.0000
UCEs,chr11_1488_s,0.9716,1.0000,0.0503,0.8666,1.0000
UCEs,chr11_1490_s,0.9798,1.0000,0.0312,0.9056,1.0000
UCEs,chr11_1527_s,0.7800,1.0000,0.3180,0.0914,1.0000
UCEs,chr11_1535_s,0.7601,1.0000,0.3608,0.0120,1.0000
UCEs,chr11_1560_s,0.8036,1.0000,0.3264,0.0555,1.0000
UCEs,chr11_1565_s,0.8521,1.0000,0.3021,0.1199,1.0000
UCEs,chr11_1633_s,0.8148,1.0000,0.2788,0.0840,1.0000
UCEs,chr11_1711_s,0.9823,1.0000,0.0280,0.9265,1.0000
UCEs,chr11_1742_s,0.8660,1.0000,0.2364,0.2399,1.0000
UCEs,chr11_1778_s,0.8346,1.0000,0.3214,0.0000,1.0000
UCEs,chr11_1786_s,0.7324,1.0000,0.3874,0.0180,1.0000
UCEs,chr11_1818_s,0.7499,1.0000,0.3669,0.0450,1.0000
UCEs,chr11_1839_s,0.8513,1.0000,0.2461,0.3268,1.0000
UCEs,chr11_1962_s,0.8769,1.0000,0.2372,0.3178,1.0000
UCEs,chr11_1974_s,0.9252,1.0000,0.1144,0.6822,1.0000
UCEs,chr11_1999_s,0.8624,1.0000,0.2605,0.0780,1.0000
UCEs,chr11_2034_s,0.7852,1.0000,0.3247,0.0120,1.0000
UCEs,chr11_2131_s,0.8972,1.0000,0.2784,0.0240,1.0000
UCEs,chr11_2147_s,0.9035,1.0000,0.1514,0.5907,1.0000
UCEs,chr11_2183_s,0.8735,1.0000,0.2445,0.1484,1.0000
UCEs,chr11_2187_s,0.8600,0.9985,0.2094,0.4018,1.0000
UCEs,chr11_2189_s,0.7624,1.0000,0.3655,0.0300,1.0000
UCEs,chr11_2200_s,0.7339,1.0000,0.4022,0.0000,1.0000
UCEs,chr11_2209_s,0.8955,1.0000,0.2833,0.0090,1.0000
UCEs,chr11_2238_s,0.8138,0.9580,0.2792,0.1394,1.0000
UCEs,chr11_2240_s,0.8252,0.9970,0.3287,0.0120,1.0000
UCEs,chr11_2243_s,0.8520,0.9992,0.2291,0.3313,1.0000
UCEs,chr11_2247_s,0.8552,1.0000,0.3012,0.0675,1.0000
UCEs,chr11_2248_s,0.8867,1.0000,0.2489,0.2249,1.0000
UCEs,chr11_2253_s,0.8931,1.0000,0.1863,0.4048,1.0000
UCEs,chr11_2254_s,0.8157,1.0000,0.3164,0.0015,1.0000
UCEs,chr11_2255_s,0.8195,1.0000,0.2981,0.1304,1.0000
UCEs,chr11_2264_s,0.9624,1.0000,0.0596,0.8096,1.0000
UCEs,chr11_2299_s,0.9124,1.0000,0.2565,0.0645,1.0000
UCEs,chr11_2316_s,0.8411,1.0000,0.2590,0.2954,1.0000
UCEs,chr11_2321_s,0.8910,1.0000,0.2732,0.0000,1.0000
UCEs,chr11_2322_s,0.8912,1.0000,0.2448,0.2369,1.0000
UCEs,chr11_2323_s,0.7852,1.0000,0.3587,0.0870,1.0000
UCEs,chr11_2327_s,0.8589,1.0000,0.2873,0.0015,1.0000
UCEs,chr11_2328_s,0.8171,1.0000,0.2780,0.2159,1.0000
UCEs,chr11_2330_s,0.8377,0.9985,0.2784,0.1664,1.0000
UCEs,chr11_2332_s,0.8591,1.0000,0.2415,0.3088,1.0000
UCEs,chr11_2342_s,0.9372,0.9888,0.0961,0.7002,1.0000
UCEs,chr11_2345_s,0.9534,0.9985,0.0811,0.7436,1.0000
UCEs,chr11_2352_s,0.8367,0.9985,0.2804,0.1199,1.0000
UCEs,chr11_2353_s,0.7942,1.0000,0.3156,0.1080,1.0000
UCEs,chr11_2355_s,0.7080,0.9970,0.3862,0.0000,1.0000
UCEs,chr11_2360_s,0.8553,1.0000,0.2832,0.1409,1.0000
UCEs,chr11_2368_s,0.9931,1.0000,0.0144,0.9565,1.0000
UCEs,chr11_2380_s,0.9421,1.0000,0.1484,0.4843,1.0000
UCEs,chr11_2385_s,0.7618,1.0000,0.3380,0.0705,1.0000
UCEs,chr11_2387_s,0.8672,1.0000,0.2684,0.1649,1.0000
UCEs,chr11_2425_s,0.8526,0.9992,0.2790,0.1574,1.0000
UCEs,chr11_2513_s,0.9498,1.0000,0.1126,0.5982,1.0000
UCEs,chr11_2518_s,0.7630,0.9888,0.3551,0.0630,1.0000
UCEs,chr11_2526_s,0.8322,1.0000,0.3051,0.0600,1.0000
UCEs,chr11_2537_s,0.8861,1.0000,0.2453,0.2384,1.0000
UCEs,chr11_2571_s,0.9755,1.0000,0.0558,0.8156,1.0000
UCEs,chr11_2572_s,0.9588,1.0000,0.0743,0.7481,1.0000
UCEs,chr11_2591_s,0.9579,1.0000,0.1280,0.5532,1.0000
UCEs,chr11_2660_s,0.8382,1.0000,0.3398,0.0780,1.0000
UCEs,chr11_2662_s,0.8308,1.0000,0.3098,0.0285,1.0000
UCEs,chr11_2663_s,0.9588,1.0000,0.0741,0.7856,1.0000
UCEs,chr11_2738_s,0.8249,1.0000,0.3123,0.1334,1.0000
UCEs,chr11_3129_s,0.9100,0.9955,0.2312,0.2189,1.0000
UCEs,chr11_3135_s,0.8143,1.0000,0.3038,0.1874,1.0000
UCEs,chr11_3141_s,0.9726,1.0000,0.0535,0.8201,1.0000
UCEs,chr11_3179_s,0.8672,0.9992,0.2494,0.2009,1.0000
UCEs,chr11_3181_s,0.8245,1.0000,0.2818,0.2234,1.0000
UCEs,chr11_3184_s,0.9114,1.0000,0.2184,0.2159,1.0000
UCEs,chr11_3186_s,0.8407,1.0000,0.2700,0.1979,1.0000
UCEs,chr11_3194_s,0.8792,1.0000,0.1978,0.3598,1.0000
UCEs,chr11_3201_s,0.8039,1.0000,0.2767,0.1889,1.0000
UCEs,chr11_3209_s,0.7681,0.9280,0.2953,0.1739,1.0000
UCEs,chr11_3227_s,0.8663,0.9985,0.3042,0.0000,1.0000
UCEs,chr11_3230_s,0.8330,1.0000,0.2830,0.1139,1.0000
UCEs,chr11_3231_s,0.8622,0.9948,0.2658,0.0660,1.0000
UCEs,chr11_3232_s,0.9219,1.0000,0.2491,0.0959,1.0000
UCEs,chr11_3234_s,0.8224,1.0000,0.3003,0.0855,1.0000
UCEs,chr11_3241_s,0.8143,1.0000,0.3184,0.1184,1.0000
UCEs,chr11_3253_s,0.7872,1.0000,0.3358,0.0630,1.0000
UCEs,chr11_3256_s,0.7563,1.0000,0.3319,0.1664,1.0000
UCEs,chr11_3287_s,0.7859,0.9453,0.2890,0.1409,1.0000
UCEs,chr11_3318_s,0.7971,0.9415,0.2576,0.2399,1.0000
UCEs,chr11_3326_s,0.8390,1.0000,0.3055,0.0015,1.0000
UCEs,chr11_3332_s,0.8363,1.0000,0.2775,0.0855,1.0000
UCEs,chr11_3336_s,0.7908,0.9715,0.2727,0.1319,1.0000
UCEs,chr11_3345_s,0.7826,1.0000,0.3276,0.1319,1.0000
UCEs,chr11_3347_s,0.8460,1.0000,0.2677,0.1274,1.0000
UCEs,chr11_3353_s,0.8451,0.9708,0.2959,0.0000,1.0000
UCEs,chr11_3398_s,0.7947,1.0000,0.2923,0.1709,1.0000
UCEs,chr11_3414_s,0.7368,1.0000,0.3566,0.0600,1.0000
UCEs,chr11_3418_s,0.8779,1.0000,0.2697,0.0390,1.0000
UCEs,chr11_3422_s,0.8802,0.9955,0.2458,0.1304,1.0000
UCEs,chr11_3428_s,0.8071,0.9655,0.2481,0.3148,1.0000
UCEs,chr11_3464_s,0.8591,1.0000,0.2641,0.1514,1.0000
UCEs,chr11_3471_s,0.7120,0.9895,0.3737,0.0000,1.0000
UCEs,chr11_3480_s,0.7716,1.0000,0.3277,0.1004,1.0000
UCEs,chr11_3489_s,0.9103,1.0000,0.1665,0.5352,1.0000
UCEs,chr11_3512_s,0.7056,1.0000,0.3787,0.0345,1.0000
UCEs,chr11_3520_s,0.9026,1.0000,0.2073,0.3448,1.0000
UCEs,chr11_3526_s,0.7524,1.0000,0.3125,0.2309,1.0000
UCEs,chr11_3548_s,0.9051,1.0000,0.1655,0.5292,1.0000
UCEs,chr11_3549_s,0.9164,0.9880,0.1515,0.4738,1.0000
UCEs,chr11_3558_s,0.7169,1.0000,0.3717,0.0675,1.0000
UCEs,chr11_3559_s,0.7297,1.0000,0.3697,0.1020,1.0000
UCEs,chr11_3562_s,0.7769,0.9985,0.3130,0.0870,1.0000
UCEs,chr11_3603_s,0.8915,1.0000,0.1852,0.4573,1.0000
UCEs,chr11_3605_s,0.8310,0.9985,0.2239,0.3838,1.0000
UCEs,chr11_3614_s,0.6798,0.9086,0.3914,0.0000,1.0000
UCEs,chr11_4261_s,0.8932,1.0000,0.2008,0.3553,1.0000
UCEs,chr11_4591_s,0.7417,1.0000,0.3593,0.0495,1.0000
UCEs,chr11_4723_s,0.8457,1.0000,0.2719,0.1454,1.0000
UCEs,chr11_4726_s,0.7307,1.0000,0.3889,0.0000,1.0000
UCEs,chr11_4735_s,0.7513,1.0000,0.3368,0.1259,1.0000
UCEs,chr11_4736_s,0.8187,0.9850,0.2874,0.1454,1.0000
UCEs,chr11_4750_s,0.9293,1.0000,0.1502,0.5682,1.0000
UCEs,chr11_4758_s,0.8953,1.0000,0.2353,0.2399,1.0000
UCEs,chr11_4773_s,0.8648,1.0000,0.2503,0.2099,1.0000
UCEs,chr11_4789_s,0.7224,0.9955,0.3719,0.1034,1.0000
UCEs,chr11_4801_s,0.9086,1.0000,0.2227,0.1994,1.0000
UCEs,chr11_4808_s,0.9205,1.0000,0.1744,0.4348,1.0000
UCEs,chr11_4834_s,0.7835,1.0000,0.3415,0.0825,1.0000
UCEs,chr11_4852_s,0.7901,1.0000,0.2800,0.3778,1.0000
UCEs,chr11_4858_s,0.8037,0.9932,0.2715,0.2669,1.0000
UCEs,chr11_4926_s,0.8557,1.0000,0.2618,0.2234,1.0000
UCEs,chr11_5021_s,0.9298,1.0000,0.1818,0.3418,1.0000
UCEs,chr11_5044_s,0.7827,1.0000,0.3200,0.0885,1.0000
UCEs,chr11_5054_s,0.9069,1.0000,0.1367,0.6882,1.0000
UCEs,chr11_5062_s,0.8223,1.0000,0.2835,0.0885,1.0000
UCEs,chr11_5072_s,0.9459,1.0000,0.0951,0.6867,1.0000
UCEs,chr11_6387_s,0.8832,1.0000,0.1956,0.4873,1.0000
UCEs,chr11_6409_s,0.8837,1.0000,0.2287,0.1889,1.0000
UCEs,chr11_6423_s,0.8944,1.0000,0.1973,0.4648,1.0000
UCEs,chr11_6459_s,0.9788,1.0000,0.0350,0.9130,1.0000
UCEs,chr11_6465_s,0.7889,1.0000,0.3452,0.0015,1.0000
UCEs,chr12_1475_s,0.8298,1.0000,0.2842,0.1274,1.0000
UCEs,chr12_1538_s,0.6607,0.9783,0.4045,0.0015,1.0000
UCEs,chr12_1840_s,0.9635,1.0000,0.0916,0.6822,1.0000
UCEs,chr12_1930_s,0.7848,0.9595,0.3109,0.0435,1.0000
UCEs,chr12_1979_s,0.8769,0.9798,0.2097,0.3853,1.0000
UCEs,chr12_2007_s,0.9347,1.0000,0.1415,0.5667,1.0000
UCEs,chr12_2272_s,0.9583,1.0000,0.0862,0.7376,1.0000
UCEs,chr12_2426_s,0.8641,1.0000,0.2966,0.0285,1.0000
UCEs,chr12_2519_s,0.9077,1.0000,0.2708,0.0135,1.0000
UCEs,chr12_2741_s,0.7821,1.0000,0.3318,0.0780,1.0000
UCEs,chr12_2772_s,0.8827,1.0000,0.1888,0.4408,1.0000
UCEs,chr12_2779_s,0.7941,1.0000,0.3210,0.0000,1.0000
UCEs,chr12_2782_s,0.7917,1.0000,0.3181,0.0015,1.0000
UCEs,chr12_2789_s,0.8764,0.9985,0.1785,0.4588,1.0000
UCEs,chr12_2794_s,0.8359,0.9685,0.2259,0.2894,1.0000
UCEs,chr12_2800_s,0.8618,0.9970,0.2458,0.1499,1.0000
UCEs,chr12_2802_s,0.7887,1.0000,0.3108,0.1020,1.0000
UCEs,chr12_2809_s,0.9070,1.0000,0.1865,0.4723,1.0000
UCEs,chr12_2811_s,0.8230,1.0000,0.3372,0.0645,1.0000
UCEs,chr12_2819_s,0.8557,0.9978,0.2910,0.0000,1.0000
UCEs,chr12_2823_s,0.7369,1.0000,0.3710,0.0015,1.0000
UCEs,chr12_2844_s,0.8243,0.9940,0.2679,0.1739,1.0000
UCEs,chr12_2863_s,0.8570,1.0000,0.2394,0.3568,1.0000
UCEs,chr12_2864_s,0.7739,1.0000,0.3410,0.1574,1.0000
UCEs,chr12_2885_s,0.8127,1.0000,0.3094,0.1604,1.0000
UCEs,chr12_2891_s,0.8378,0.9835,0.2112,0.4318,1.0000
UCEs,chr12_2892_s,0.7825,1.0000,0.3584,0.0000,1.0000
UCEs,chr12_2894_s,0.8580,0.9992,0.2637,0.3118,1.0000
UCEs,chr12_2916_s,0.8576,1.0000,0.3036,0.0015,1.0000
UCEs,chr12_2927_s,0.9048,1.0000,0.2646,0.0435,1.0000
UCEs,chr12_3044_s,0.8777,1.0000,0.2298,0.2099,1.0000
UCEs,chr12_3110_s,0.6842,1.0000,0.4187,0.0675,1.0000
UCEs,chr12_3111_s,0.8011,1.0000,0.3254,0.0075,1.0000
UCEs,chr12_3118_s,0.8105,1.0000,0.3461,0.0510,1.0000
UCEs,chr12_3119_s,0.8070,1.0000,0.3018,0.0435,1.0000
UCEs,chr12_3120_s,0.9153,1.0000,0.2000,0.2699,1.0000
UCEs,chr12_3121_s,0.8187,1.0000,0.2725,0.2849,1.0000
UCEs,chr12_3124_s,0.7261,0.9873,0.3682,0.1109,1.0000
UCEs,chr12_3129_s,0.8554,1.0000,0.2985,0.0180,1.0000
UCEs,chr12_3133_s,0.8168,1.0000,0.3043,0.0015,1.0000
UCEs,chr12_3134_s,0.8015,0.9992,0.3025,0.0300,1.0000
UCEs,chr12_3154_s,0.9174,1.0000,0.1629,0.5307,1.0000
UCEs,chr12_3171_s,0.9260,1.0000,0.1795,0.3853,1.0000
UCEs,chr12_3186_s,0.9092,1.0000,0.1954,0.3628,1.0000
UCEs,chr12_3520_s,0.8514,0.9940,0.2728,0.0525,1.0000
UCEs,chr12_3537_s,0.8476,1.0000,0.2873,0.0990,1.0000
UCEs,chr12_3566_s,0.7735,1.0000,0.3364,0.1169,1.0000
UCEs,chr12_3604_s,0.8242,1.0000,0.3181,0.0000,1.0000
UCEs,chr12_4543_s,0.9090,1.0000,0.1791,0.5262,1.0000
UCEs,chr12_4562_s,0.8847,1.0000,0.2732,0.0090,1.0000
UCEs,chr12_4859_s,0.8048,0.9978,0.2932,0.2519,1.0000
UCEs,chr12_4869_s,0.8232,0.9858,0.2398,0.4093,1.0000
UCEs,chr12_5182_s,0.9202,1.0000,0.1599,0.5367,1.0000
UCEs,chr12_5199_s,0.8787,1.0000,0.2550,0.2369,1.0000
UCEs,chr12_5472_s,0.8990,1.0000,0.2240,0.1994,1.0000
UCEs,chr12_5671_s,0.9612,1.0000,0.1224,0.5742,1.0000
UCEs,chr12_5705_s,0.8251,1.0000,0.2678,0.1454,1.0000
UCEs,chr12_5730_s,0.9034,1.0000,0.2576,0.0600,1.0000
UCEs,chr12_5739_s,0.7667,1.0000,0.3837,0.0390,1.0000
UCEs,chr12_5785_s,0.7754,1.0000,0.3395,0.1050,1.0000
UCEs,chr12_5895_s,0.9145,1.0000,0.1635,0.4992,1.0000
UCEs,chr12_5897_s,0.8606,1.0000,0.2918,0.0015,1.0000
UCEs,chr12_5912_s,0.9302,1.0000,0.1943,0.3208,1.0000
UCEs,chr12_5938_s,0.9048,1.0000,0.1876,0.3808,1.0000
UCEs,chr12_5947_s,0.8726,0.9985,0.2519,0.1394,1.0000
UCEs,chr12_5949_s,0.8581,1.0000,0.2826,0.2009,1.0000
UCEs,chr12_5969_s,0.7961,1.0000,0.3289,0.0495,1.0000
UCEs,chr12_5970_s,0.8552,1.0000,0.2788,0.0780,1.0000
UCEs,chr12_5975_s,0.8679,1.0000,0.2543,0.2219,1.0000
UCEs,chr12_5983_s,0.8602,1.0000,0.2248,0.3913,1.0000
UCEs,chr12_893_s,0.8572,1.0000,0.2340,0.3988,1.0000
UCEs,chr13_1115_s,0.8281,1.0000,0.2782,0.1304,1.0000
UCEs,chr13_1153_s,0.8376,1.0000,0.2825,0.0720,1.0000
UCEs,chr13_1216_s,0.8368,1.0000,0.3111,0.0000,1.0000
UCEs,chr13_1225_s,0.8378,1.0000,0.3250,0.1064,1.0000
UCEs,chr13_1459_s,0.9149,1.0000,0.1285,0.6762,1.0000
UCEs,chr13_187_s,0.7494,1.0000,0.3561,0.1499,1.0000
UCEs,chr13_2343_s,0.8535,1.0000,0.2007,0.3448,1.0000
UCEs,chr13_2763_s,0.9653,1.0000,0.0608,0.8261,1.0000
UCEs,chr13_2771_s,0.7822,1.0000,0.3397,0.1724,1.0000
