TYPE,GENE,NTAX,ALEN,NPIP,NTAX_nogallus,ALEN_nogallus,NPIP_nogallus
UCEs,chr11_2380_s,14,3616,790,13,3616,749
UCEs,chr11_2385_s,14,2779,504,13,2779,455
UCEs,chr11_2387_s,15,2382,457,14,2382,412
UCEs,chr11_2425_s,15,2345,300,14,2345,257
UCEs,chr11_2513_s,15,3200,804,14,3200,745
UCEs,chr11_2518_s,13,2364,382,12,2364,341
UCEs,chr11_2526_s,14,2283,370,13,2283,339
UCEs,chr11_2537_s,14,2918,522,13,2918,482
UCEs,chr11_2571_s,14,2708,577,13,2708,527
UCEs,chr11_2572_s,15,11039,1950,14,11039,1933
UCEs,chr11_2591_s,14,5449,1127,13,5449,1034
UCEs,chr11_2660_s,15,3305,543,14,3305,521
UCEs,chr11_2662_s,15,2919,390,14,2919,351
UCEs,chr11_2663_s,15,2482,357,14,2482,315
UCEs,chr11_2738_s,14,5397,977,13,5397,913
UCEs,chr11_3129_s,13,2305,233,12,2305,221
UCEs,chr11_3135_s,15,2349,386,14,2349,346
UCEs,chr11_3141_s,15,2387,436,14,2387,396
UCEs,chr11_3179_s,15,2193,275,14,2193,250
UCEs,chr11_3181_s,15,2470,250,14,2470,236
UCEs,chr11_3184_s,15,2288,334,14,2288,303
UCEs,chr11_3186_s,14,2593,377,13,2593,357
UCEs,chr11_3194_s,15,2290,362,14,2290,346
UCEs,chr11_3201_s,14,2230,200,13,2230,190
UCEs,chr11_3209_s,13,2423,371,12,2423,296
UCEs,chr11_3227_s,13,2512,401,12,2512,311
UCEs,chr11_3230_s,15,2231,299,14,2231,290
UCEs,chr11_3231_s,15,2157,139,14,2157,128
UCEs,chr11_3232_s,15,2323,307,14,2323,268
UCEs,chr11_3234_s,14,2457,292,13,2457,278
UCEs,chr11_3241_s,15,2284,264,14,2284,254
UCEs,chr11_3253_s,14,3380,456,13,3380,430
UCEs,chr11_3256_s,14,2201,251,13,2201,226
UCEs,chr11_3287_s,15,2381,407,14,2381,365
UCEs,chr11_3318_s,14,4682,703,13,4682,689
UCEs,chr11_3326_s,15,2382,359,14,2382,305
UCEs,chr11_3332_s,14,2406,322,13,2406,291
UCEs,chr11_3336_s,14,2678,500,13,2678,478
UCEs,chr11_3345_s,15,3178,619,14,3178,566
UCEs,chr11_3347_s,15,2235,527,14,2235,495
UCEs,chr11_3353_s,15,2179,235,14,2179,221
UCEs,chr11_3398_s,15,2294,241,14,2294,223
UCEs,chr11_3414_s,14,2474,443,13,2474,383
UCEs,chr11_3418_s,14,2257,240,13,2257,219
UCEs,chr11_3422_s,14,2339,198,13,2339,168
UCEs,chr11_3428_s,15,2340,332,14,2340,299
UCEs,chr11_3464_s,14,2707,636,13,2707,569
UCEs,chr11_3471_s,15,2256,185,14,2256,165
UCEs,chr11_3480_s,15,2322,309,14,2322,274
UCEs,chr11_3489_s,15,2317,318,14,2317,288
UCEs,chr11_3512_s,15,2314,428,14,2314,364
UCEs,chr11_3520_s,14,2703,433,13,2703,396
UCEs,chr11_3526_s,15,2246,166,14,2246,137
UCEs,chr11_3548_s,14,2336,237,13,2336,213
UCEs,chr11_3549_s,14,2385,251,13,2385,234
UCEs,chr11_3558_s,14,2436,601,13,2436,587
UCEs,chr11_3559_s,14,2312,413,13,2312,386
UCEs,chr11_3562_s,15,2223,221,14,2223,205
UCEs,chr11_3603_s,14,2616,698,13,2616,657
UCEs,chr11_3605_s,14,2464,329,13,2464,304
UCEs,chr11_3614_s,15,2271,337,14,2271,335
UCEs,chr11_4261_s,15,2672,536,14,2672,489
UCEs,chr11_4591_s,14,2252,372,13,2252,355
UCEs,chr11_4723_s,15,2816,512,14,2816,455
UCEs,chr11_4726_s,14,2782,512,13,2782,483
UCEs,chr11_4735_s,14,2897,582,13,2897,530
UCEs,chr11_4736_s,15,2405,490,14,2405,441
UCEs,chr11_4750_s,14,2809,587,13,2809,542
UCEs,chr11_4758_s,14,3097,602,13,3097,554
UCEs,chr11_4773_s,15,2405,432,14,2405,391
UCEs,chr11_4789_s,14,2658,519,13,2658,517
UCEs,chr11_4801_s,15,2315,471,14,2315,420
UCEs,chr11_4808_s,15,2765,455,14,2765,422
UCEs,chr11_4834_s,15,2910,647,14,2910,605
UCEs,chr11_4852_s,14,2420,376,13,2420,348
UCEs,chr11_4858_s,15,3732,606,14,3732,593
UCEs,chr11_4926_s,15,3232,707,14,3232,665
UCEs,chr11_5021_s,15,2499,486,14,2499,439
UCEs,chr11_5044_s,14,2799,597,13,2799,563
UCEs,chr11_5054_s,13,2602,561,12,2602,495
UCEs,chr11_5062_s,15,2299,429,14,2299,393
UCEs,chr11_5072_s,14,3320,738,13,3320,689
UCEs,chr11_6387_s,14,3152,529,13,3152,499
UCEs,chr11_6409_s,15,3415,404,14,3415,346
UCEs,chr11_6423_s,15,3534,766,14,3534,721
UCEs,chr11_6459_s,15,3078,794,14,3078,731
UCEs,chr11_6465_s,14,2523,428,13,2523,368
UCEs,chr12_1475_s,15,2289,231,14,2289,229
UCEs,chr12_1538_s,15,2234,229,14,2234,214
UCEs,chr12_1840_s,14,2906,752,13,2906,680
UCEs,chr12_1930_s,14,2527,536,13,2527,425
UCEs,chr12_1979_s,15,2611,400,14,2611,359
UCEs,chr12_2007_s,14,2395,400,13,2395,358
UCEs,chr12_2272_s,14,2388,548,13,2388,517
UCEs,chr12_2426_s,15,2325,443,14,2325,401
UCEs,chr12_2519_s,15,4620,567,14,4620,511
UCEs,chr12_2741_s,15,2675,457,14,2675,422
UCEs,chr12_2772_s,15,2385,409,14,2385,375
UCEs,chr12_2779_s,14,2619,236,13,2619,217
UCEs,chr12_2782_s,15,2307,272,14,2307,237
UCEs,chr12_2789_s,14,2401,401,13,2401,399
UCEs,chr12_2794_s,14,2239,136,13,2239,134
UCEs,chr12_2800_s,15,2225,196,14,2225,173
UCEs,chr12_2802_s,14,2552,253,13,2552,250
UCEs,chr12_2809_s,15,2500,465,14,2500,442
UCEs,chr12_2811_s,15,2353,331,14,2353,311
UCEs,chr12_2819_s,15,2325,250,14,2325,246
UCEs,chr12_2823_s,15,2277,327,14,2277,311
UCEs,chr12_2844_s,13,3227,724,12,3227,601
UCEs,chr12_2863_s,15,2292,370,14,2292,355
UCEs,chr12_2864_s,14,2352,363,13,2352,316
UCEs,chr12_2885_s,14,2867,374,13,2867,361
UCEs,chr12_2891_s,14,2498,480,13,2498,480
UCEs,chr12_2892_s,14,3047,473,13,3047,473
UCEs,chr12_2894_s,13,2507,467,12,2507,442
UCEs,chr12_2916_s,15,2464,563,14,2464,527
UCEs,chr12_2927_s,15,2494,494,14,2494,440
UCEs,chr12_3044_s,15,2428,459,14,2428,414
UCEs,chr12_3110_s,14,4005,524,13,4005,477
UCEs,chr12_3111_s,15,2317,350,14,2317,327
UCEs,chr12_3118_s,15,4424,553,14,4424,493
UCEs,chr12_3119_s,15,2424,398,14,2424,361
UCEs,chr12_3120_s,15,2972,558,14,2972,505
UCEs,chr12_3121_s,15,2726,507,14,2726,467
UCEs,chr12_3124_s,13,1809,201,12,1809,194
UCEs,chr12_3129_s,15,3726,694,14,3726,651
UCEs,chr12_3133_s,14,2717,445,13,2717,406
UCEs,chr12_3134_s,15,2425,340,14,2425,337
UCEs,chr12_3154_s,14,2431,509,13,2431,449
UCEs,chr12_3171_s,14,3623,709,13,3623,685
UCEs,chr12_3186_s,15,3253,588,14,3253,541
UCEs,chr12_3520_s,15,3082,539,14,3082,502
UCEs,chr12_3537_s,14,2945,499,13,2945,466
UCEs,chr12_3566_s,13,2270,290,12,2270,274
UCEs,chr12_3604_s,15,2385,401,14,2385,379
UCEs,chr12_4543_s,14,2779,432,13,2779,405
UCEs,chr12_4562_s,15,2986,687,14,2986,641
UCEs,chr12_4859_s,15,2492,461,14,2492,402
UCEs,chr12_4869_s,15,2322,255,14,2322,236
UCEs,chr12_5182_s,15,2435,417,14,2435,392
UCEs,chr12_5199_s,14,2603,594,13,2603,538
UCEs,chr12_5472_s,15,2272,445,14,2272,420
UCEs,chr12_5671_s,14,2756,566,13,2756,524
UCEs,chr12_5705_s,14,2775,428,13,2775,401
UCEs,chr12_5730_s,15,2692,439,14,2692,380
UCEs,chr12_5739_s,14,2365,353,13,2365,333
UCEs,chr12_5785_s,15,2467,344,14,2467,314
UCEs,chr12_5895_s,14,2864,859,13,2864,802
UCEs,chr12_5897_s,14,2391,444,13,2391,402
UCEs,chr12_5912_s,14,2683,433,13,2683,401
UCEs,chr12_5938_s,15,3208,584,14,3208,547
UCEs,chr12_5947_s,15,2489,683,14,2489,662
UCEs,chr12_5949_s,15,2498,333,14,2498,317
UCEs,chr12_5969_s,14,3242,701,13,3242,643
UCEs,chr12_5970_s,14,2504,464,13,2504,450
UCEs,chr12_5975_s,14,2654,642,13,2654,576
UCEs,chr12_5983_s,14,2295,253,13,2295,220
UCEs,chr12_893_s,14,3151,584,13,3151,552
UCEs,chr13_1115_s,15,2615,448,14,2615,435
UCEs,chr13_1153_s,15,2717,608,14,2717,549
UCEs,chr13_1216_s,15,4767,887,14,4767,866
UCEs,chr13_1225_s,14,2904,675,13,2904,638
UCEs,chr13_1459_s,15,2622,511,14,2622,494
UCEs,chr13_187_s,15,2837,499,14,2837,455
UCEs,chr13_2343_s,14,2411,191,13,2411,177
UCEs,chr13_2763_s,15,2354,566,14,2354,536
UCEs,chr13_2771_s,14,2672,498,13,2672,466
UCEs,chr13_2773_s,14,2438,549,13,2438,510
UCEs,chr13_2790_s,14,2851,585,13,2851,545
UCEs,chr13_2847_s,14,2541,442,13,2541,402
UCEs,chr13_2870_s,15,2727,394,14,2727,364
UCEs,chr13_2872_s,14,2300,232,13,2300,215
UCEs,chr13_2875_s,14,2239,246,13,2239,222
UCEs,chr13_2880_s,15,2226,291,14,2226,276
UCEs,chr13_2897_s,14,2334,319,13,2334,305
UCEs,chr13_2902_s,15,2459,439,14,2459,425
UCEs,chr13_2983_s,15,2227,301,14,2227,276
UCEs,chr13_3033_s,15,2485,425,14,2485,385
UCEs,chr13_3036_s,13,3514,634,12,3514,550
UCEs,chr13_3157_s,14,3584,664,13,3584,620
UCEs,chr13_3183_s,14,2348,509,13,2348,472
UCEs,chr13_3244_s,15,2277,327,14,2277,305
UCEs,chr13_3264_s,14,2632,517,13,2632,472
UCEs,chr13_3266_s,15,2518,476,14,2518,441
UCEs,chr13_3270_s,14,2303,416,13,2303,391
UCEs,chr13_3313_s,14,2279,339,13,2279,326
UCEs,chr13_3315_s,14,2473,471,13,2473,438
UCEs,chr13_3316_s,14,2519,201,13,2519,199
UCEs,chr13_3317_s,14,2309,228,13,2309,205
UCEs,chr13_3353_s,15,4889,495,14,4889,434
UCEs,chr13_3357_s,15,2267,389,14,2267,380
UCEs,chr13_3358_s,15,2641,540,14,2641,469
UCEs,chr13_3367_s,14,2221,365,13,2221,343
UCEs,chr13_3368_s,15,2412,295,14,2412,282
UCEs,chr13_3370_s,14,2209,121,13,2209,120
UCEs,chr13_3376_s,15,2459,344,14,2459,314
UCEs,chr13_3390_s,15,2683,553,14,2683,496
UCEs,chr13_3392_s,15,2282,283,14,2282,261
UCEs,chr13_3396_s,15,2424,263,14,2424,246
UCEs,chr13_3397_s,15,2351,426,14,2351,404
UCEs,chr13_3400_s,15,2815,357,14,2815,326
UCEs,chr13_3401_s,14,2241,254,13,2241,242
UCEs,chr13_3405_s,15,3593,437,14,3593,363
UCEs,chr13_3406_s,15,2219,343,14,2219,306
UCEs,chr13_3409_s,14,2343,401,13,2343,380
UCEs,chr13_3419_s,14,2342,250,13,2342,227
UCEs,chr13_3423_s,14,2562,493,13,2562,437
UCEs,chr13_3431_s,14,2281,435,13,2281,400
UCEs,chr13_3433_s,15,2832,439,14,2832,435
UCEs,chr13_3434_s,15,2506,316,14,2506,285
UCEs,chr13_3437_s,14,2191,237,13,2191,219
UCEs,chr13_3447_s,15,2687,372,14,2687,344
UCEs,chr13_3452_s,14,2880,491,13,2880,443
UCEs,chr13_3459_s,15,2652,488,14,2652,475
UCEs,chr13_3464_s,15,2761,425,14,2761,377
UCEs,chr13_3469_s,14,2216,303,13,2216,265
UCEs,chr13_3475_s,15,2663,461,14,2663,407
UCEs,chr13_3478_s,13,2527,423,12,2527,374
UCEs,chr13_3480_s,15,2244,307,14,2244,283
UCEs,chr13_3498_s,14,2288,257,13,2288,244
UCEs,chr13_3501_s,15,2554,425,14,2554,396
UCEs,chr13_3502_s,15,2725,583,14,2725,509
UCEs,chr13_3504_s,14,2323,260,13,2323,238
UCEs,chr13_3505_s,14,2322,362,13,2322,315
UCEs,chr13_3517_s,14,2983,429,13,2983,406
UCEs,chr13_3522_s,15,2290,372,14,2290,335
UCEs,chr13_3524_s,14,2576,495,13,2576,472
UCEs,chr13_3536_s,14,2270,288,13,2270,270
UCEs,chr13_3566_s,15,2636,430,14,2636,382
UCEs,chr13_3608_s,14,2311,263,13,2311,231
UCEs,chr13_3609_s,14,2142,135,13,2142,106
UCEs,chr13_3767_s,14,3535,922,13,3535,848
UCEs,chr13_4095_s,15,2706,502,14,2706,462
UCEs,chr13_433_s,14,3191,537,13,3191,486
UCEs,chr13_4718_s,14,3935,377,13,3935,309
UCEs,chr13_4905_s,14,2296,375,13,2296,345
UCEs,chr13_5324_s,14,2788,667,13,2788,632
UCEs,chr13_677_s,14,4439,779,13,4439,711
UCEs,chr13_694_s,15,2385,405,14,2385,367
UCEs,chr13_714_s,15,2309,345,14,2309,319
UCEs,chr13_720_s,14,2390,415,13,2390,373
UCEs,chr13_723_s,15,2838,643,14,2838,587
UCEs,chr13_726_s,14,2349,367,13,2349,317
UCEs,chr13_727_s,15,2439,370,14,2439,334
UCEs,chr13_729_s,15,2673,529,14,2673,472
UCEs,chr14_1280_s,13,2883,963,12,2883,536
UCEs,chr14_2043_s,14,2790,628,13,2790,556
UCEs,chr14_3633_s,15,2764,542,14,2764,502
UCEs,chr14_3639_s,15,2500,578,14,2500,507
UCEs,chr14_3662_s,15,5474,778,14,5474,714
UCEs,chr14_3697_s,15,2241,264,14,2241,246
UCEs,chr14_3700_s,15,1435,193,14,1435,175
UCEs,chr14_3716_s,14,2397,232,13,2397,230
UCEs,chr14_3723_s,14,2365,435,13,2365,403
UCEs,chr14_3725_s,15,2245,146,14,2245,134
UCEs,chr14_3733_s,15,2413,400,14,2413,363
UCEs,chr14_3748_s,15,2304,290,14,2304,245
UCEs,chr14_3772_s,15,2207,140,14,2207,133
UCEs,chr14_3775_s,15,2317,241,14,2317,214
UCEs,chr14_3790_s,14,2307,260,13,2307,243
UCEs,chr14_3795_s,15,2830,597,14,2830,538
UCEs,chr14_3806_s,15,2872,529,14,2872,474
UCEs,chr14_3812_s,15,2444,445,14,2444,390
UCEs,chr14_3821_s,15,2228,247,14,2228,232
UCEs,chr14_3827_s,14,2267,260,13,2267,226
UCEs,chr14_3831_s,14,2366,449,13,2366,415
UCEs,chr14_3832_s,14,2299,270,13,2299,257
UCEs,chr14_3835_s,15,3664,425,14,3664,392
UCEs,chr14_3836_s,14,2233,210,13,2233,203
UCEs,chr14_3837_s,15,2205,292,14,2205,259
UCEs,chr14_3843_s,15,2197,157,14,2197,144
UCEs,chr14_3850_s,15,2597,311,14,2597,294
UCEs,chr14_3851_s,14,4489,627,13,4489,585
UCEs,chr14_3857_s,15,2357,423,14,2357,396
UCEs,chr14_3859_s,15,2634,455,14,2634,419
UCEs,chr14_3865_s,15,2202,209,14,2202,209
UCEs,chr14_3881_s,15,2213,192,14,2213,179
UCEs,chr14_3889_s,15,2287,378,14,2287,342
UCEs,chr14_3893_s,15,2267,234,14,2267,214
UCEs,chr14_3901_s,15,2629,410,14,2629,404
UCEs,chr14_3912_s,14,2448,469,13,2448,401
UCEs,chr14_3921_s,15,2563,283,14,2563,264
UCEs,chr14_3937_s,14,2272,330,13,2272,308
UCEs,chr14_3950_s,15,3625,584,14,3625,519
UCEs,chr14_3954_s,15,2300,420,14,2300,398
UCEs,chr14_3963_s,14,2453,461,13,2453,434
UCEs,chr14_3967_s,15,2379,383,14,2379,361
UCEs,chr14_3970_s,14,2203,289,13,2203,272
UCEs,chr14_3988_s,15,2368,385,14,2368,353
UCEs,chr14_3991_s,14,2272,301,13,2272,270
UCEs,chr14_3995_s,14,2200,318,13,2200,292
UCEs,chr14_4012_s,15,2772,404,14,2772,385
UCEs,chr14_4018_s,14,2472,407,13,2472,377
UCEs,chr14_4020_s,14,2400,461,13,2400,421
UCEs,chr14_4027_s,15,2353,293,14,2353,259
UCEs,chr14_4040_s,14,2646,468,13,2646,411
UCEs,chr14_4046_s,13,2787,661,12,2787,548
UCEs,chr14_4055_s,14,2511,559,13,2511,514
UCEs,chr14_4076_s,15,3516,618,14,3516,566
UCEs,chr14_4078_s,15,2375,387,14,2375,336
UCEs,chr14_4079_s,15,2332,491,14,2332,457
UCEs,chr14_4108_s,15,3126,618,14,3126,569
UCEs,chr14_4113_s,15,2248,376,14,2248,327
UCEs,chr14_4115_s,15,2256,280,14,2256,262
UCEs,chr14_4118_s,14,2289,223,13,2289,207
UCEs,chr14_4127_s,15,2545,495,14,2545,440
