TYPE,GENE,NTAX,ALEN,NPIP,NTAX_nogallus,ALEN_nogallus,NPIP_nogallus
introns,cds1024_intron2,14,6982,1530,13,6982,1358
introns,cds10255_intron12,14,1872,384,13,1872,358
introns,cds10257_intron1,15,5584,1291,14,5584,1168
introns,cds10261_intron2,14,6479,1731,13,6479,1582
introns,cds10262_intron8,14,3510,761,13,3510,694
introns,cds10267_intron1,15,5406,940,14,5406,832
introns,cds10270_intron2,14,9032,1927,13,9032,1690
introns,cds10271_intron1,15,7530,1430,14,7530,1282
introns,cds10274_intron10,15,2432,447,14,2432,406
introns,cds10281_intron2,14,35219,8584,13,35219,7825
introns,cds10284_intron1,15,23549,4604,14,23549,4175
introns,cds10287_intron2,14,11685,2766,13,11685,2455
introns,cds10298_intron2,15,3657,1026,14,3657,926
introns,cds1029_intron3,14,14800,3291,13,14800,2935
introns,cds10302_intron1,14,6848,1476,13,6848,1452
introns,cds10303_intron1,14,20493,4076,13,20493,3599
introns,cds10316_intron5,14,9254,1602,13,9254,1463
introns,cds10320_intron2,14,1174,212,13,1174,204
introns,cds10326_intron2,14,3821,842,13,3821,778
introns,cds10328_intron3,14,1633,249,13,1633,238
introns,cds10330_intron2,15,2834,594,14,2834,580
introns,cds10331_intron3,15,1278,266,14,1278,250
introns,cds10332_intron4,14,8332,1434,13,8332,1243
introns,cds10345_intron1,15,1202,269,14,1202,235
introns,cds10356_intron1,14,31322,6957,13,31322,6247
introns,cds10360_intron1,15,1401,344,14,1401,322
introns,cds10366_intron2,14,15967,4674,13,15967,4227
introns,cds10367_intron3,15,1967,374,14,1967,326
introns,cds10391_intron3,14,8031,1519,13,8031,1361
introns,cds10399_intron6,15,2384,438,14,2384,423
introns,cds10404_intron22,14,4567,945,13,4567,831
introns,cds10412_intron7,14,10869,1747,13,10869,1692
introns,cds10414_intron3,14,3105,635,13,3105,598
introns,cds10417_intron3,14,1484,389,13,1484,331
introns,cds10425_intron3,14,15533,3250,13,15533,2999
introns,cds10434_intron2,15,1150,475,14,1150,427
introns,cds10440_intron4,15,1415,315,14,1415,279
introns,cds10442_intron1,14,3344,771,13,3344,699
introns,cds10468_intron2,15,8110,1433,14,8110,1401
introns,cds10475_intron3,14,2201,593,13,2201,542
introns,cds10477_intron4,15,1214,290,14,1214,260
introns,cds1047_intron1,15,1697,356,14,1697,308
introns,cds10483_intron2,14,7202,1517,13,7202,1386
introns,cds10488_intron8,14,23999,4247,13,23999,3813
introns,cds1049_intron4,14,3023,631,13,3023,577
introns,cds1050_intron2,15,2682,532,14,2682,466
introns,cds10519_intron6,15,1695,395,14,1695,351
introns,cds1051_intron11,14,2983,657,13,2983,571
introns,cds10521_intron1,15,951,116,14,951,95
introns,cds1052_intron10,15,2233,498,14,2233,426
introns,cds10530_intron4,14,1565,473,13,1565,428
introns,cds10544_intron1,15,1179,314,14,1179,275
introns,cds10554_intron1,15,5213,1195,14,5213,1050
introns,cds1055_intron2,14,16713,3224,13,16713,2869
introns,cds10561_intron1,15,1283,326,14,1283,284
introns,cds10570_intron1,14,18718,3610,13,18718,3287
introns,cds10575_intron1,14,12295,2295,13,12295,2090
introns,cds10579_intron5,15,7147,1528,14,7147,1353
introns,cds10590_intron1,14,21379,4502,13,21379,3975
introns,cds10592_intron8,14,9446,1820,13,9446,1680
introns,cds10596_intron2,15,837,201,14,837,176
introns,cds10607_intron3,14,10506,2400,13,10506,2138
introns,cds10609_intron5,15,7945,1432,14,7945,1267
introns,cds10610_intron2,14,2247,391,13,2247,340
introns,cds10618_intron3,15,12823,2474,14,12823,2163
introns,cds10619_intron2,15,1493,385,14,1493,328
introns,cds10625_intron6,15,1960,494,14,1960,460
introns,cds10626_intron8,15,1452,424,14,1452,389
introns,cds10629_intron6,14,4775,1095,13,4775,942
introns,cds10631_intron3,15,13099,2367,14,13099,2071
introns,cds10639_intron2,14,37773,6582,13,37773,5877
introns,cds10641_intron5,14,3783,799,13,3783,737
introns,cds10643_intron8,15,8517,1810,14,8517,1626
introns,cds10648_intron7,14,3242,743,13,3242,676
introns,cds10649_intron1,14,24345,5020,13,24345,4477
introns,cds10654_intron2,15,459,89,14,459,80
introns,cds10655_intron4,15,2968,669,14,2968,599
introns,cds10659_intron1,15,20513,4481,14,20513,4029
introns,cds10675_intron1,15,891,176,14,891,153
introns,cds10678_intron1,15,12119,2941,14,12119,2593
introns,cds1067_intron2,15,2375,485,14,2375,432
introns,cds10685_intron4,14,40819,7827,13,40819,6987
introns,cds10687_intron8,15,4436,802,14,4436,694
introns,cds10688_intron2,14,5823,1257,13,5823,1122
introns,cds10692_intron2,15,4648,1261,14,4648,1103
introns,cds10696_intron2,15,6603,1367,14,6603,1257
introns,cds10698_intron2,15,3014,618,14,3014,600
introns,cds10700_intron2,14,7569,1527,13,7569,1397
introns,cds10702_intron2,15,12728,2904,14,12728,2627
introns,cds10705_intron2,15,1464,332,14,1464,296
introns,cds10730_intron1,15,475,115,14,475,101
introns,cds10735_intron10,14,10627,2225,13,10627,1970
introns,cds10738_intron3,14,2890,689,13,2890,625
introns,cds1074_intron4,14,3833,945,13,3833,849
introns,cds10755_intron10,15,1717,379,14,1717,368
introns,cds10756_intron2,14,4727,1050,13,4727,942
introns,cds10757_intron1,14,16200,3542,13,16200,3161
introns,cds10762_intron6,15,2830,632,14,2830,625
introns,cds10763_intron7,14,26517,6292,13,26517,5717
introns,cds10766_intron7,14,14732,2992,13,14732,2595
introns,cds10767_intron2,14,25831,5202,13,25831,4645
introns,cds10776_intron9,14,7281,1665,13,7281,1514
introns,cds10777_intron13,15,3452,690,14,3452,628
introns,cds10794_intron11,15,7496,1827,14,7496,1665
introns,cds10796_intron2,15,2177,500,14,2177,439
introns,cds10810_intron2,15,2400,445,14,2400,390
introns,cds10813_intron2,14,7146,1511,13,7146,1350
introns,cds10816_intron3,15,5377,990,14,5377,873
introns,cds10818_intron7,14,4428,985,13,4428,947
introns,cds10824_intron3,14,5756,1352,13,5756,1207
introns,cds10826_intron2,14,2764,684,13,2764,613
introns,cds1082_intron1,15,5932,1459,14,5932,1319
introns,cds10830_intron1,14,10077,2263,13,10077,1994
introns,cds10832_intron6,14,18804,3887,13,18804,3417
introns,cds10836_intron6,15,2567,490,14,2567,427
introns,cds1083_intron2,14,14762,2970,13,14762,2638
introns,cds10840_intron3,14,2410,452,13,2410,431
introns,cds10842_intron3,14,3934,829,13,3934,710
introns,cds10843_intron3,14,6174,930,13,6174,814
introns,cds10845_intron4,15,3294,759,14,3294,692
introns,cds10846_intron12,14,4838,951,13,4838,878
introns,cds10847_intron3,15,1863,421,14,1863,371
introns,cds10848_intron9,14,4934,1298,13,4934,1229
introns,cds10857_intron1,15,2991,941,14,2991,853
introns,cds1085_intron4,14,14533,3101,13,14533,2814
introns,cds10860_intron2,14,13126,3142,13,13126,2738
introns,cds10865_intron2,14,10528,2096,13,10528,1898
introns,cds10866_intron2,15,872,223,14,872,204
introns,cds10896_intron4,14,305,101,13,305,95
introns,cds10900_intron1,14,14692,3242,13,14692,2939
introns,cds10901_intron1,14,14115,2498,13,14115,2187
introns,cds10902_intron2,14,2233,493,13,2233,434
introns,cds10903_intron6,14,2923,710,13,2923,612
introns,cds10912_intron1,15,164,50,14,164,41
introns,cds10914_intron3,14,4112,833,13,4112,747
introns,cds10919_intron1,14,38380,8342,13,38380,7530
introns,cds10921_intron2,15,9212,1989,14,9212,1788
introns,cds10926_intron2,14,1148,369,13,1148,333
introns,cds10929_intron16,15,2506,487,14,2506,431
introns,cds1092_intron2,14,7142,1387,13,7142,1213
introns,cds10930_intron4,15,563,147,14,563,134
introns,cds10938_intron2,14,3498,641,13,3498,579
introns,cds10946_intron1,14,3201,719,13,3201,644
introns,cds10950_intron3,14,7451,1800,13,7451,1693
introns,cds10959_intron2,15,1073,212,14,1073,194
introns,cds10962_intron3,14,19929,4794,13,19929,4396
introns,cds10972_intron7,14,33917,7968,13,33917,7152
introns,cds10999_intron2,15,2428,662,14,2428,587
introns,cds11018_intron2,14,4526,729,13,4526,683
introns,cds11025_intron5,15,2520,519,14,2520,473
introns,cds11047_intron20,15,3555,973,14,3555,899
introns,cds11071_intron4,14,3785,837,13,3785,755
introns,cds11073_intron4,15,1457,454,14,1457,446
introns,cds11088_intron6,14,1935,350,13,1935,322
introns,cds11090_intron4,15,422,97,14,422,80
introns,cds11091_intron4,14,741,290,13,741,282
introns,cds11101_intron3,15,693,209,14,693,198
introns,cds11107_intron13,15,971,287,14,971,280
introns,cds11113_intron4,15,1451,312,14,1451,278
introns,cds11114_intron10,14,11374,1964,13,11374,1802
introns,cds11115_intron3,15,885,139,14,885,117
introns,cds11116_intron3,15,1456,356,14,1456,353
introns,cds11117_intron12,15,2718,578,14,2718,541
introns,cds11123_intron1,15,5225,1132,14,5225,1059
introns,cds11133_intron4,15,1947,457,14,1947,397
introns,cds11134_intron7,14,3484,718,13,3484,648
introns,cds11142_intron4,15,1802,352,14,1802,324
introns,cds1114_intron2,14,17659,3076,13,17659,2687
introns,cds11169_intron5,14,5499,1625,13,5499,1454
introns,cds11184_intron7,15,1716,430,14,1716,383
introns,cds11188_intron11,15,1777,421,14,1777,369
introns,cds11191_intron3,15,2141,384,14,2141,368
introns,cds11196_intron1,15,6058,1419,14,6058,1309
introns,cds11209_intron2,14,2190,495,13,2190,433
introns,cds11211_intron7,15,2581,637,14,2581,587
introns,cds11218_intron3,14,20186,4248,13,20186,3851
introns,cds1121_intron7,15,1653,315,14,1653,281
introns,cds11220_intron2,14,23367,5730,13,23367,5090
introns,cds11222_intron2,15,2728,572,14,2728,511
introns,cds11225_intron3,14,1757,577,13,1757,529
introns,cds1122_intron1,15,1440,412,14,1440,397
introns,cds11232_intron3,14,15226,3078,13,15226,2720
introns,cds11233_intron2,14,18067,4545,13,18067,4167
introns,cds11234_intron4,15,2982,612,14,2982,527
introns,cds11239_intron1,15,1337,336,14,1337,307
introns,cds11241_intron1,14,41877,8732,13,41877,7862
introns,cds11243_intron3,14,16904,3402,13,16904,2992
introns,cds11247_intron3,14,20778,3823,13,20778,3483
introns,cds11254_intron6,15,9338,1914,14,9338,1739
introns,cds11256_intron5,15,5952,1222,14,5952,1096
introns,cds11261_intron2,15,3405,621,14,3405,548
introns,cds11273_intron3,14,31337,7220,13,31337,6475
introns,cds11274_intron2,15,3243,590,14,3243,513
introns,cds11280_intron4,14,11000,2379,13,11000,2152
introns,cds11287_intron3,15,2892,663,14,2892,593
introns,cds11288_intron1,15,2478,489,14,2478,455
introns,cds11290_intron1,15,881,223,14,881,196
introns,cds11291_intron1,14,7552,1652,13,7552,1492
introns,cds11292_intron10,14,5047,884,13,5047,795
introns,cds11294_intron8,14,13628,3394,13,13628,3147
introns,cds11295_intron7,15,6008,1111,14,6008,1002
introns,cds11301_intron3,14,8336,1876,13,8336,1696
introns,cds11308_intron6,15,2621,569,14,2621,495
introns,cds1131_intron2,14,41313,7924,13,41313,6836
introns,cds11321_intron1,14,5625,1088,13,5625,931
introns,cds11322_intron3,14,3695,701,13,3695,606
introns,cds11327_intron1,15,2323,698,14,2323,643
introns,cds11333_intron3,15,2330,607,14,2330,544
introns,cds1133_intron1,15,558,135,14,558,124
introns,cds11340_intron1,14,8858,2313,13,8858,2054
introns,cds11342_intron2,15,4394,1060,14,4394,947
introns,cds11348_intron2,15,1866,550,14,1866,517
introns,cds11349_intron3,15,1066,304,14,1066,265
introns,cds11354_intron3,14,899,285,13,899,245
introns,cds11356_intron10,14,11020,2059,13,11020,1864
introns,cds11358_intron2,14,12512,2771,13,12512,2474
introns,cds1135_intron5,14,6830,1193,13,6830,1069
introns,cds11364_intron4,14,9403,2268,13,9403,2005
introns,cds11369_intron2,15,1961,387,14,1961,333
introns,cds11373_intron2,15,906,210,14,906,194
introns,cds11380_intron1,14,2567,459,13,2567,432
introns,cds1139_intron4,15,3708,804,14,3708,787
introns,cds11409_intron1,14,2418,663,13,2418,593
introns,cds11410_intron1,15,1504,548,14,1504,502
introns,cds11421_intron8,14,36236,7700,13,36236,6908
introns,cds11428_intron3,14,1639,389,13,1639,361
introns,cds11430_intron12,15,2029,561,14,2029,496
introns,cds11432_intron4,15,954,233,14,954,218
introns,cds11433_intron7,15,4466,986,14,4466,878
introns,cds11434_intron7,15,2353,463,14,2353,414
introns,cds11436_intron2,14,4877,1094,13,4877,955
introns,cds11437_intron6,15,5361,1114,14,5361,992
introns,cds11446_intron7,14,1445,408,13,1445,374
introns,cds11448_intron7,14,2830,676,13,2830,572
introns,cds11450_intron7,14,12074,3086,13,12074,2848
introns,cds11454_intron1,15,3736,1030,14,3736,972
introns,cds11458_intron1,14,5560,1421,13,5560,1266
introns,cds11459_intron1,14,4810,980,13,4810,884
introns,cds11464_intron4,14,4696,1111,13,4696,1014
introns,cds11465_intron2,15,2473,543,14,2473,510
introns,cds11467_intron1,14,507,172,13,507,160
introns,cds11469_intron4,15,1248,333,14,1248,294
introns,cds11471_intron5,15,1550,346,14,1550,311
introns,cds1147_intron4,15,2810,666,14,2810,609
introns,cds11482_intron1,15,3385,813,14,3385,732
introns,cds11484_intron5,14,11546,2683,13,11546,2411
introns,cds11490_intron15,14,3059,505,13,3059,435
introns,cds11496_intron1,15,3702,907,14,3702,863
introns,cds11500_intron10,14,5643,1105,13,5643,974
introns,cds11505_intron2,15,2060,462,14,2060,407
introns,cds11507_intron1,15,1971,536,14,1971,480
introns,cds1152_intron4,14,4082,817,13,4082,717
introns,cds11535_intron7,15,1741,537,14,1741,517
introns,cds11539_intron2,15,1216,314,14,1216,294
introns,cds11555_intron1,15,8557,1785,14,8557,1663
introns,cds11556_intron5,14,3789,959,13,3789,852
introns,cds11559_intron4,15,1154,245,14,1154,210
introns,cds11579_intron11,14,1159,324,13,1159,309
introns,cds1160_intron1,14,18485,3872,13,18485,3442
introns,cds11633_intron2,15,3682,873,14,3682,773
introns,cds11645_intron1,15,4675,613,14,4675,548
introns,cds11653_intron2,14,2914,635,13,2914,558
introns,cds11661_intron1,15,7396,1603,14,7396,1420
introns,cds11664_intron5,15,3218,642,14,3218,583
introns,cds11665_intron5,14,2870,540,13,2870,489
introns,cds11668_intron8,15,6840,1253,14,6840,1138
introns,cds11669_intron6,15,19864,3747,14,19864,3322
introns,cds11674_intron4,15,4736,832,14,4736,713
introns,cds11683_intron1,15,280,72,14,280,68
introns,cds11689_intron16,14,21954,4296,13,21954,3886
introns,cds11691_intron7,14,11161,2249,13,11161,2031
introns,cds11697_intron4,15,7032,1914,14,7032,1710
introns,cds11699_intron1,15,5621,1303,14,5621,1259
introns,cds11703_intron1,15,4711,1022,14,4711,884
introns,cds11706_intron1,15,1870,395,14,1870,340
introns,cds11714_intron1,15,2313,552,14,2313,507
introns,cds11716_intron1,15,2814,461,14,2814,404
introns,cds11717_intron3,15,1356,296,14,1356,271
introns,cds11718_intron8,14,8303,1898,13,8303,1728
introns,cds1171_intron1,15,1301,367,14,1301,313
introns,cds11722_intron4,14,6311,1282,13,6311,1160
introns,cds11747_intron1,15,3313,692,14,3313,623
introns,cds11749_intron3,14,3071,602,13,3071,525
introns,cds1174_intron9,15,2817,711,14,2817,658
introns,cds11751_intron7,15,1829,368,14,1829,311
introns,cds11756_intron2,14,14923,2821,13,14923,2575
introns,cds11760_intron2,14,1870,502,13,1870,459
introns,cds11769_intron3,15,6032,1140,14,6032,1001
introns,cds11777_intron10,15,2695,624,14,2695,539
introns,cds11787_intron3,15,560,174,14,560,171
introns,cds11793_intron2,14,5160,1065,13,5160,944
introns,cds11795_intron4,14,1144,267,13,1144,261
introns,cds11796_intron7,15,1224,313,14,1224,262
introns,cds11798_intron1,14,1809,392,13,1809,373
introns,cds11802_intron1,15,2655,689,14,2655,623
introns,cds11807_intron1,14,5730,1153,13,5730,1054
introns,cds11811_intron1,15,3773,788,14,3773,707
introns,cds11812_intron4,15,825,203,14,825,185
introns,cds11813_intron1,15,1199,225,14,1199,214
introns,cds11818_intron3,14,1639,436,13,1639,378
introns,cds11822_intron3,14,1492,421,13,1492,386
introns,cds11823_intron3,15,2626,651,14,2626,601
introns,cds11825_intron4,14,3212,705,13,3212,637
introns,cds11833_intron8,15,6293,1047,14,6293,918
introns,cds11839_intron1,14,25010,5819,13,25010,5239
introns,cds1184_intron1,15,3483,835,14,3483,771
introns,cds11885_intron2,15,1823,490,14,1823,449
introns,cds1189_intron2,15,2655,768,14,2655,697
introns,cds11901_intron5,15,2378,514,14,2378,448
introns,cds11904_intron1,15,8018,1673,14,8018,1553
introns,cds11907_intron2,15,979,202,14,979,176
introns,cds11914_intron1,14,13783,3119,13,13783,2831
introns,cds11916_intron2,14,15229,2652,13,15229,2416
introns,cds1191_intron3,14,8026,1625,13,8026,1476
introns,cds11921_intron7,15,3805,381,14,3805,328
introns,cds11922_intron1,14,17056,3474,13,17056,3176
introns,cds11927_intron2,15,1923,441,14,1923,388
introns,cds11931_intron1,15,2483,524,14,2483,459
introns,cds11943_intron2,15,5522,1173,14,5522,1059
introns,cds11946_intron2,15,1695,408,14,1695,366
introns,cds11961_intron5,14,23977,4959,13,23977,4442
introns,cds11963_intron4,15,1411,146,14,1411,129
introns,cds11968_intron1,14,22641,5450,13,22641,4944
introns,cds11977_intron3,15,2752,598,14,2752,577
introns,cds11978_intron3,15,3177,778,14,3177,707
introns,cds12002_intron3,15,2499,520,14,2499,455
introns,cds12007_intron2,14,3013,695,13,3013,668
introns,cds12011_intron2,14,3062,708,13,3062,663
introns,cds12012_intron1,15,3055,934,14,3055,857
introns,cds12014_intron3,15,1536,284,14,1536,261
introns,cds12017_intron5,15,2944,554,14,2944,508
introns,cds12020_intron2,15,897,324,14,897,281
introns,cds12026_intron2,15,1877,425,14,1877,381
introns,cds12029_intron8,14,2035,481,13,2035,441
introns,cds12036_intron5,15,2826,479,14,2826,438
introns,cds12038_intron13,14,30800,5703,13,30800,5213
introns,cds12041_intron1,14,18524,4286,13,18524,3862
introns,cds12044_intron6,14,3347,794,13,3347,725
introns,cds12056_intron4,15,1337,378,14,1337,344
introns,cds12063_intron13,15,1937,495,14,1937,460
introns,cds12065_intron3,15,8621,1780,14,8621,1641
introns,cds12077_intron3,14,3854,665,13,3854,622
introns,cds1207_intron1,15,1991,506,14,1991,434
introns,cds12090_intron2,15,2328,601,14,2328,543
introns,cds12099_intron2,14,2644,648,13,2644,587
introns,cds12102_intron5,15,1813,348,14,1813,314
introns,cds1210_intron13,15,6038,1136,14,6038,1005
introns,cds12113_intron2,15,8039,1906,14,8039,1672
introns,cds12123_intron3,14,3033,790,13,3033,751
introns,cds12126_intron2,14,1839,295,13,1839,259
introns,cds12139_intron9,14,30101,5200,13,30101,4609
introns,cds12149_intron3,15,2247,487,14,2247,456
introns,cds12151_intron5,15,2646,580,14,2646,520
introns,cds12157_intron1,14,10382,2381,13,10382,2102
introns,cds12167_intron9,15,1629,355,14,1629,323
introns,cds12168_intron4,15,1306,282,14,1306,261
introns,cds12173_intron4,14,3484,806,13,3484,727
introns,cds12181_intron3,15,3070,897,14,3070,853
introns,cds12187_intron3,15,693,193,14,693,163
introns,cds12189_intron9,14,1945,384,13,1945,328
introns,cds12199_intron1,14,1554,351,13,1554,335
introns,cds1219_intron28,14,24091,4560,13,24091,4111
introns,cds12204_intron3,15,2263,444,14,2263,388
introns,cds12209_intron1,15,813,221,14,813,190
introns,cds1220_intron3,14,21483,4457,13,21483,4117
introns,cds12212_intron2,14,5317,1048,13,5317,943
introns,cds12215_intron1,15,6400,1412,14,6400,1290
introns,cds12217_intron2,14,1937,441,13,1937,378
introns,cds12226_intron7,15,10632,2158,14,10632,1876
introns,cds12233_intron3,14,1164,258,13,1164,231
introns,cds12236_intron1,15,4665,1110,14,4665,978
introns,cds12237_intron1,15,354,148,14,354,140
introns,cds12238_intron3,15,1849,407,14,1849,358
introns,cds12241_intron1,15,992,243,14,992,219
introns,cds12242_intron2,15,4554,1188,14,4554,1033
introns,cds12244_intron3,14,2837,592,13,2837,561
introns,cds12262_intron1,15,308,80,14,308,75
introns,cds12266_intron3,15,1667,343,14,1667,330
introns,cds12267_intron1,15,1570,381,14,1570,332
introns,cds12272_intron4,14,1909,520,13,1909,460
introns,cds12275_intron2,14,1250,321,13,1250,305
introns,cds12278_intron3,15,2148,461,14,2148,420
introns,cds12279_intron3,14,6155,1398,13,6155,1241
introns,cds1227_intron3,14,14014,2753,13,14014,2464
introns,cds12290_intron7,14,1886,447,13,1886,389
introns,cds12292_intron2,15,7794,1535,14,7794,1394
introns,cds1229_intron6,14,11470,2065,13,11470,1824
introns,cds1230_intron2,15,2785,609,14,2785,559
introns,cds12317_intron1,14,9766,2262,13,9766,1992
introns,cds12322_intron2,14,4556,1100,13,4556,953
introns,cds12332_intron6,15,4073,867,14,4073,785
introns,cds12338_intron11,14,5720,1109,13,5720,975
introns,cds12349_intron2,14,4438,841,13,4438,735
introns,cds12351_intron4,14,30794,5769,13,30794,5261
introns,cds12353_intron5,15,3146,862,14,3146,782
introns,cds12354_intron1,14,2581,639,13,2581,609
introns,cds12371_intron6,15,2338,507,14,2338,445
introns,cds12373_intron2,15,15790,3650,14,15790,3271
introns,cds12388_intron2,14,33093,5948,13,33093,5404
introns,cds12395_intron3,15,1936,514,14,1936,465
introns,cds12396_intron2,14,2587,549,13,2587,494
introns,cds12405_intron1,15,3637,1014,14,3637,899
introns,cds12406_intron4,14,3714,696,13,3714,600
introns,cds12419_intron1,15,753,178,14,753,155
introns,cds12423_intron5,15,4375,945,14,4375,876
introns,cds12425_intron11,14,12850,2490,13,12850,2215
introns,cds12429_intron2,14,30599,5906,13,30599,5312
introns,cds12435_intron2,14,30599,5906,13,30599,5312
introns,cds12442_intron1,14,290,68,13,290,57
introns,cds12443_intron5,15,1731,414,14,1731,391
introns,cds12445_intron3,14,6395,1201,13,6395,1065
introns,cds12450_intron2,14,6963,1699,13,6963,1504
introns,cds12452_intron2,14,5435,1229,13,5435,1087
introns,cds12454_intron2,14,4276,1164,13,4276,1069
introns,cds1246_intron3,14,1294,315,13,1294,303
introns,cds12474_intron3,15,1965,512,14,1965,453
introns,cds12483_intron2,14,5605,1328,13,5605,1179
introns,cds12489_intron1,14,4149,906,13,4149,846
introns,cds12492_intron1,15,2385,514,14,2385,454
introns,cds12503_intron8,15,5752,1281,14,5752,1179
introns,cds12510_intron7,14,2194,356,13,2194,336
introns,cds12518_intron1,15,4068,830,14,4068,751
introns,cds12519_intron6,14,4384,1014,13,4384,922
introns,cds12520_intron1,14,2996,650,13,2996,585
introns,cds12521_intron3,14,4401,957,13,4401,875
introns,cds12522_intron4,15,770,241,14,770,221
introns,cds1253_intron1,15,5364,1113,14,5364,987
introns,cds12540_intron4,15,1719,423,14,1719,369
introns,cds12541_intron1,15,11865,2433,14,11865,2188
introns,cds12549_intron1,14,19007,4354,13,19007,3921
introns,cds12557_intron2,15,9501,2513,14,9501,2254
introns,cds1256_intron1,14,3619,710,13,3619,636
introns,cds12570_intron3,15,1046,268,14,1046,245
introns,cds12575_intron4,14,23676,4359,13,23676,3834
introns,cds12578_intron1,15,4638,949,14,4638,810
introns,cds12580_intron1,14,20766,5226,13,20766,4767
introns,cds12584_intron12,15,4951,1119,14,4951,1014
introns,cds12591_intron1,14,36297,8545,13,36297,7701
introns,cds1260_intron1,15,2218,624,14,2218,547
introns,cds12610_intron2,15,1698,377,14,1698,333
introns,cds12614_intron1,15,479,123,14,479,106
introns,cds12619_intron2,14,16349,3435,13,16349,3041
introns,cds12623_intron3,15,327,91,14,327,84
introns,cds12626_intron5,14,4703,930,13,4703,843
introns,cds12633_intron1,15,850,341,14,850,313
introns,cds12647_intron1,15,2302,550,14,2302,521
introns,cds12648_intron2,14,7128,1542,13,7128,1414
introns,cds12652_intron1,14,3977,1137,13,3977,1057
introns,cds12654_intron4,14,13706,2827,13,13706,2541
introns,cds12659_intron13,14,3099,750,13,3099,655
introns,cds12662_intron3,14,1653,361,13,1653,341
introns,cds12668_intron6,14,34734,8779,13,34734,7936
introns,cds12677_intron3,14,7128,1168,13,7128,1082
introns,cds12681_intron2,14,5404,1048,13,5404,934
introns,cds12685_intron4,14,7466,1678,13,7466,1518
introns,cds12686_intron6,15,3110,671,14,3110,601
introns,cds1268_intron3,15,1872,543,14,1872,481
introns,cds12695_intron3,14,1093,313,13,1093,291
introns,cds12696_intron3,15,1210,226,14,1210,207
introns,cds12700_intron4,15,4014,679,14,4014,602
introns,cds12702_intron3,15,2517,468,14,2517,423
introns,cds12706_intron1,15,1626,417,14,1626,374
introns,cds12708_intron8,14,3258,655,13,3258,595
introns,cds12717_intron3,14,8534,1849,13,8534,1609
introns,cds12725_intron1,15,8397,2069,14,8397,1844
introns,cds12726_intron6,15,1140,193,14,1140,167
introns,cds12732_intron1,14,11671,2610,13,11671,2386
introns,cds12733_intron5,14,3468,818,13,3468,731
introns,cds12737_intron6,15,2133,414,14,2133,388
introns,cds12738_intron4,14,4783,895,13,4783,789
introns,cds12739_intron1,14,10699,2744,13,10699,2461
introns,cds12740_intron6,14,2551,587,13,2551,530
introns,cds12743_intron2,15,1117,407,14,1117,390
introns,cds12754_intron2,15,1776,331,14,1776,297
introns,cds12758_intron2,15,3646,999,14,3646,900
introns,cds12765_intron1,14,12390,3564,13,12390,3299
